ResponseId,willingness,scenario,safety_post,safety_pre,scenario_complexity,scenario_scenario,EXPLN_S1,EXPLN_S2,EXPLN_S3,age,gender,education,previous_medical_research,medical_job,combined_IoT_Experience,combined_Medical_Experience,combined_CS_Experience
R_1I0k5iXWugbyweq,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,Prevents,45+,Female NB or SD,Bachelor or Graduate degree,TRUE,TRUE,FALSE,TRUE,FALSE
R_1I5WkG7nY9cdHms,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,No Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_1LOIJ6ABi8BvE6l,Definitely would,IoTComplex,Somewhat safe,Completely safe,Complex,IoT,Unsubstantial,Technical,No Prevents,35-44,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_1NJy3nVqhStmmzf,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,No Prevents,45+,Female NB or SD,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_1O7GHLrKROKQk36,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Untechnical,No Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_1OOaXIkygipz0Md,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,Prevents,35-44,Male,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,FALSE
R_1QLeRXyfVn0fK9Q,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,No Prevents,45+,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_1XPhQ4UkSum4aGJ,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Untechnical,No Prevents,18-24,Male,High school or below,FALSE,FALSE,TRUE,FALSE,TRUE
R_1YE2zezihUboKUX,Would not,IoTComplex,Somewhat safe,Not at all safe,Complex,IoT,Hardware,Technical,No Prevents,45+,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_1ZLcN7ttwuXRMch,Would not,IoTComplex,Not at all safe,Not at all safe,Complex,IoT,Trust,Untechnical,Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_1dAknzJQIhtXiJN,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Technical,Prevents,35-44,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_1guRonw5pN3D5Zg,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,No Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,FALSE
R_1izfMAswCCDZEnN,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Technical,No Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_1kFKP2LZzazsQKZ,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Technical,No Prevents,45+,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_1lVzyDfauC9o0q0,Would not,IoTComplex,Somewhat safe,Not at all safe,Complex,IoT,Unsubstantial,Untechnical,Prevents,25-34,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_1lbfpEfy4fjPKxb,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,Prevents,25-34,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_1lrWbeQEgMXwOop,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Untechnical,Prevents,18-24,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_1n3oRQ0UONpgdEB,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_1pRvZHvSerh9Y2t,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Untechnical,Prevents,45+,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,TRUE
R_1pVuesOKSApNqfK,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,No Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_1rwPFRLB5J0rmPA,Would not,IoTComplex,Somewhat safe,Not at all safe,Complex,IoT,Unsubstantial,Technical,No Prevents,18-24,Male,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_1zkbB7h90N8nrgT,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,No Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,FALSE
R_31dw02xkvfS4uVQ,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Technical,No Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_33jU2mMkyMlSQaB,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Untechnical,No Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_33rCy3tQBsZClIB,Maybe would,IoTComplex,Completely safe,Completely safe,Complex,IoT,Unsubstantial,Technical,Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_38CLhDwdJI7Ihot,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Untechnical,No Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_3AKEKbjvLt1pYkR,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,No Prevents,45+,Female NB or SD,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,FALSE
R_3BLCTmMXyjgdIQ1,Would not,IoTComplex,Not at all safe,Not at all safe,Complex,IoT,Hardware,Technical,Prevents,25-34,Female NB or SD,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_3CBp9tl687TwfTG,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Untechnical,Prevents,35-44,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,TRUE
R_3CDVR8ZooZfqKKS,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,Prevents,35-44,Female NB or SD,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_3CQrBEz8fEcNiw6,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,No Prevents,18-24,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,TRUE
R_3CjQRy14zUz6Qgh,Definitely would,IoTComplex,Completely safe,Completely safe,Complex,IoT,Hardware,Technical,Prevents,25-34,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_3Cw33OzueCob5LQ,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3Cwgz6dVyWWkuAC,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3DZBCsHXJrWQgoh,Definitely would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3EZzxtDvBmy7Rbr,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Technical,No Prevents,18-24,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_3FLEYhHGnm4KqLG,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,No Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,FALSE
R_3LXqLrFASXbvhl5,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Untechnical,No Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3MT0zdYK4ZnSKCY,Maybe would,IoTComplex,Completely safe,Completely safe,Complex,IoT,Trust,Technical,No Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_3PQWsQU4ROF2tTz,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,No Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3PThn5E9LNyGKyp,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Untechnical,No Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_3SSbos6c6pmzjiN,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Untechnical,Prevents,45+,Female NB or SD,High school or below,TRUE,FALSE,TRUE,TRUE,FALSE
R_3TApwxR0NjrtczL,Definitely would,IoTComplex,Completely safe,Completely safe,Complex,IoT,Trust,Technical,Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3TAvVleahwKBO2k,Maybe would,IoTComplex,Somewhat safe,Not at all safe,Complex,IoT,Hardware,Untechnical,No Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3W0KALYEQJ45tn3,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Technical,Prevents,18-24,Male,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_3WYCN6g0GQfuf57,Maybe would,IoTComplex,Somewhat safe,Completely safe,Complex,IoT,Trust,Technical,Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3YXkqysYE7ic2eR,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,No Prevents,35-44,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_3Z6jP9TWn49XUM9,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Untechnical,Prevents,25-34,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_3dmB1HymKNEVoc1,Would not,IoTComplex,Not at all safe,Not at all safe,Complex,IoT,Trust,Untechnical,Prevents,35-44,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_3e82INZBzLQAHTZ,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Technical,Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3egin7VRCA4miOd,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,TRUE,FALSE,FALSE,TRUE,FALSE
R_3ibrTbco1Tmr4IQ,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3nWriavwHjSrMEF,Definitely would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Technical,No Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,FALSE
R_3ptce2vNcdcNPRy,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Untechnical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_3qEUGBVTdyUlPci,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,No Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3qX3FcHFJRrpMiQ,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Untechnical,No Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_3qqVGLM64xY2Fe2,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,No Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,FALSE
R_3sC45u66HnN0u4x,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Technical,No Prevents,18-24,Male,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_3snV5y91Azbp79v,Definitely would,IoTComplex,Completely safe,Completely safe,Complex,IoT,Unsubstantial,Untechnical,Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3t07r1quZc1v4to,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,No Prevents,25-34,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_3uBTM6iJ8sMRQQR,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_3wRt0tzi6LRvX2x,Definitely would,IoTComplex,Completely safe,Completely safe,Complex,IoT,Hardware,Untechnical,No Prevents,35-44,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_3xXW4BiZUYTgAoN,Maybe would,IoTComplex,Somewhat safe,Completely safe,Complex,IoT,Unsubstantial,Technical,Prevents,25-34,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_4ERxNml4Z3g86M0,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,Prevents,18-24,Female NB or SD,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_4q96Qwoa57Zt36J,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,No Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_51aZdD7Sfn9xMr9,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Untechnical,No Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_52PiMf40idUY1px,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Untechnical,No Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_58OkQE4me6T0RFI,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_5AoUVJNB7iOZTLb,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Technical,No Prevents,18-24,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_5BvKvYD9Oximrbr,Definitely would,IoTComplex,Completely safe,Completely safe,Complex,IoT,Unsubstantial,Technical,No Prevents,45+,Female NB or SD,High school or below,TRUE,FALSE,TRUE,TRUE,FALSE
R_5E133eTkzVRDfmN,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_5Ev2bIo2j9oGSYo,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Untechnical,No Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,TRUE
R_5EvuDLrsD73Rq6Z,Maybe would,IoTComplex,Somewhat safe,Not at all safe,Complex,IoT,Trust,Untechnical,No Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_5ExMGUDKhJ0lZC7,Maybe would,IoTComplex,Somewhat safe,Completely safe,Complex,IoT,Unsubstantial,Untechnical,No Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_5F2IiZ77XccT3yD,Would not,IoTComplex,Completely safe,Completely safe,Complex,IoT,Hardware,Technical,Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_5FGNf67jQDOYqxX,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Untechnical,No Prevents,18-24,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_5FldNW0TInNtmJF,Definitely would,IoTComplex,Completely safe,Completely safe,Complex,IoT,Hardware,Untechnical,No Prevents,45+,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_5LPIoPC2uP6p7Ut,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Technical,No Prevents,45+,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_5M2Jflom1RtruPn,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Untechnical,Prevents,25-34,Male,High school or below,FALSE,FALSE,TRUE,FALSE,TRUE
R_5NF1HehRlSttP3A,Would not,IoTComplex,Completely safe,Completely safe,Complex,IoT,Unsubstantial,Untechnical,Prevents,25-34,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_5P61sy3XzcmcobP,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Technical,No Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_5PjzKhZcom7qpLl,Would not,IoTComplex,Not at all safe,Not at all safe,Complex,IoT,Unsubstantial,Technical,No Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_5PsTXeUB73DpaiY,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,Prevents,18-24,Female NB or SD,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_5PvFch2RSVPYZAG,Definitely would,IoTComplex,Completely safe,Completely safe,Complex,IoT,Unsubstantial,Untechnical,Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_5QnLVGIPijUFL6U,Maybe would,IoTComplex,Not at all safe,Not at all safe,Complex,IoT,Trust,Untechnical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,FALSE
R_5RNUi22qTPEJYgp,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Untechnical,No Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_5Sw7vrxWlSGxi8N,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Untechnical,Prevents,18-24,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_5T176KdAegLqmHv,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Untechnical,Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,TRUE
R_5TB2cF2ZNF9B0pG,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,No Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_5TUmwpWw77lXItO,Maybe would,IoTComplex,Somewhat safe,Completely safe,Complex,IoT,Unsubstantial,Technical,Prevents,18-24,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_5TpcovTvJtmlT33,Maybe would,IoTComplex,Completely safe,Completely safe,Complex,IoT,Trust,Untechnical,Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_5UhXbvilpndYwT1,Would not,IoTComplex,Completely safe,Completely safe,Complex,IoT,Trust,Untechnical,Prevents,25-34,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_5VlpUMyQEgZbaRZ,Maybe would,IoTComplex,Somewhat safe,Completely safe,Complex,IoT,Unsubstantial,Untechnical,No Prevents,18-24,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_5cefft3ISAPiv8a,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,Prevents,35-44,Female NB or SD,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_5curxvnD3PXWCrr,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Untechnical,No Prevents,25-34,Male,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,TRUE
R_5cwTJOCzo1teN12,Maybe would,IoTComplex,Completely safe,Completely safe,Complex,IoT,Hardware,Untechnical,Prevents,25-34,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_5d3TmRUPjzqqElr,Definitely would,IoTComplex,Completely safe,Completely safe,Complex,IoT,Hardware,Untechnical,Prevents,18-24,Female NB or SD,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,FALSE
R_5dBsVmnnuuvAroB,Maybe would,IoTComplex,Completely safe,Somewhat safe,Complex,IoT,Hardware,Untechnical,Prevents,18-24,Male,Bachelor or Graduate degree,TRUE,TRUE,TRUE,TRUE,TRUE
R_5dLN3o8tQ1Od5Zk,Would not,IoTComplex,Somewhat safe,Not at all safe,Complex,IoT,Unsubstantial,Untechnical,No Prevents,35-44,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_5flpGfIZI56XUG5,Maybe would,IoTComplex,Completely safe,Somewhat safe,Complex,IoT,Trust,Untechnical,Prevents,35-44,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_5hgt8KddEkcf8GM,Maybe would,IoTComplex,Completely safe,Completely safe,Complex,IoT,Hardware,Technical,Prevents,25-34,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_5iIjQTEnZRSJdWF,Would not,IoTComplex,Not at all safe,Somewhat safe,Complex,IoT,Trust,Technical,No Prevents,45+,Male,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_5jvayVzSJCx8no5,Would not,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,Prevents,45+,Male,Bachelor or Graduate degree,FALSE,TRUE,FALSE,TRUE,FALSE
R_5kmWAfJnQIGLoNr,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Hardware,Technical,Prevents,45+,Female NB or SD,High school or below,FALSE,FALSE,FALSE,FALSE,TRUE
R_5n6qGKmHodFADqg,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Technical,No Prevents,18-24,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_5nAzyWxUnxVwQiK,Maybe would,IoTComplex,Somewhat safe,Completely safe,Complex,IoT,Hardware,Technical,No Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,TRUE,TRUE,TRUE,TRUE,FALSE
R_5ouZWjEgGSle0k9,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Unsubstantial,Untechnical,No Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_5pNYuLOmKRC3Ye5,Maybe would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Untechnical,Prevents,25-34,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_5ptJITUun4fBDk5,Definitely would,IoTComplex,Somewhat safe,Somewhat safe,Complex,IoT,Trust,Untechnical,No Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
