ResponseId,willingness,scenario,safety_post,safety_pre,scenario_complexity,scenario_scenario,EXPLN_S1,EXPLN_S2,EXPLN_S3,age,gender,education,previous_medical_research,medical_job,combined_IoT_Experience,combined_Medical_Experience,combined_CS_Experience
R_1DOb9BeUecTxusQ,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Trust,Technical,Prevents,25-34,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_1EoAtAMTyDc5zsa,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Hardware,Untechnical,No Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_1ErHeTKg6R1uOE1,Would not,IoTSimple,Somewhat safe,Not at all safe,Simple,IoT,Trust,Technical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_1F1Y8wGynsMRT2T,Would not,IoTSimple,Not at all safe,Not at all safe,Simple,IoT,Hardware,Technical,Prevents,25-34,Male,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,FALSE
R_1F2Nhtk4EsTxMJ4,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Trust,Technical,No Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_1HB8hccLCE3oeje,Definitely would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Trust,Technical,Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_1IQIeqlM4dg9IA1,Maybe would,IoTSimple,Completely safe,Completely safe,Simple,IoT,Unsubstantial,Technical,Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_1J3mstVf0wYZFDj,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Unsubstantial,Technical,Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_1JFxAhldlomGkth,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Unsubstantial,Untechnical,No Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_1MrN1fBUIi3XY0e,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Hardware,Technical,Prevents,25-34,Male,High school or below,FALSE,FALSE,TRUE,FALSE,TRUE
R_1O75iTJCG81RaPn,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Trust,Technical,Prevents,18-24,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_1P50q7uBjmmSwzu,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Trust,Technical,No Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_1PTQ50PlSQPyrJA,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Hardware,Untechnical,No Prevents,35-44,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_1R7PBOYP0Jqvcbv,Definitely would,IoTSimple,Completely safe,Completely safe,Simple,IoT,Unsubstantial,Technical,Prevents,25-34,Male,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,TRUE
R_1RaznavDCHne6h6,Would not,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Trust,Untechnical,No Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_1VkCiDZ0lUEvkG4,Would not,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Unsubstantial,Technical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,TRUE,FALSE,FALSE,TRUE,FALSE
R_1W8pjJAMeJGeYiB,Definitely would,IoTSimple,Completely safe,Completely safe,Simple,IoT,Trust,Technical,Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_1WD54s3RGRQbdWr,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Hardware,Technical,Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_1a804pEEXfyBVIt,Definitely would,IoTSimple,Completely safe,Completely safe,Simple,IoT,Hardware,Untechnical,No Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_1cyK0rnB5yk0kPn,Would not,IoTSimple,Not at all safe,Not at all safe,Simple,IoT,Unsubstantial,Technical,No Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_1dfLsoEciyPHImj,Maybe would,IoTSimple,Completely safe,Somewhat safe,Simple,IoT,Unsubstantial,Technical,Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_1eF2ZRue4PsBGKY,Definitely would,IoTSimple,Completely safe,Completely safe,Simple,IoT,Trust,Untechnical,Prevents,45+,Male,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_1efUiqsrYeXsE7r,Maybe would,IoTSimple,Somewhat safe,Completely safe,Simple,IoT,Unsubstantial,Technical,Prevents,18-24,Female NB or SD,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,FALSE
R_1fOhOljcNufcPhc,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Unsubstantial,Technical,Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_1fVnEU62o25xh1g,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Trust,Technical,Prevents,25-34,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_1gArMDSFdy6w2U9,Would not,IoTSimple,Completely safe,Not at all safe,Simple,IoT,Hardware,Technical,Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_1gN3qHH3xQMASgK,Would not,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Unsubstantial,Untechnical,Prevents,35-44,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_1mR0HWJG9wo0sCt,Would not,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Hardware,Untechnical,No Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_1n65J64IcWJ5Zd8,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Unsubstantial,Untechnical,Prevents,18-24,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_1nXDkNVtayzy0vv,Maybe would,IoTSimple,Somewhat safe,Completely safe,Simple,IoT,Trust,Untechnical,Prevents,25-34,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_1pF6Sm99uTl334B,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Unsubstantial,Technical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,TRUE,TRUE,TRUE,TRUE,FALSE
R_1rpOyyqcdDGYHCD,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Unsubstantial,Technical,No Prevents,35-44,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_1rusV32VeaLc8AV,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Unsubstantial,Technical,Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_1sYKImlKgyKVGkG,Definitely would,IoTSimple,Completely safe,Completely safe,Simple,IoT,Hardware,Untechnical,No Prevents,45+,Male,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_1srFdtbrZSUM79T,Would not,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Trust,Untechnical,No Prevents,35-44,Male,High school or below,FALSE,TRUE,FALSE,TRUE,FALSE
R_1v1zR6NB4gp5sd3,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Hardware,Untechnical,Prevents,45+,Male,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,FALSE
R_1vLDkHEFgv1hoB3,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Hardware,Untechnical,Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_1zuOmyKUkOkC06R,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Unsubstantial,Untechnical,Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_31gQg0Jdnm2abLn,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Hardware,Untechnical,Prevents,45+,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_325VcST03ZYcbYs,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Hardware,Technical,Prevents,18-24,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_32L0pxPM2diEtPB,Would not,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Unsubstantial,Untechnical,No Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_33VKb5WfiSCYUJ4,Would not,IoTSimple,Somewhat safe,Not at all safe,Simple,IoT,Unsubstantial,Untechnical,No Prevents,25-34,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_33rSlUX9TP5TQgw,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Hardware,Technical,Prevents,45+,Female NB or SD,High school or below,TRUE,TRUE,TRUE,TRUE,FALSE
R_34AV4MkRLl2atwf,Maybe would,IoTSimple,Completely safe,Somewhat safe,Simple,IoT,Unsubstantial,Untechnical,No Prevents,18-24,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_34MiGZ6AucyINvg,Maybe would,IoTSimple,Not at all safe,Not at all safe,Simple,IoT,Hardware,Untechnical,No Prevents,45+,Female NB or SD,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,FALSE
R_34e2bn2bsOIAJKZ,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Hardware,Technical,No Prevents,18-24,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_39npzNz9VbFP70C,Maybe would,IoTSimple,Completely safe,Completely safe,Simple,IoT,Hardware,Untechnical,No Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_39yCzuV37FV6nYt,Maybe would,IoTSimple,Completely safe,Completely safe,Simple,IoT,Hardware,Untechnical,No Prevents,18-24,Male,High school or below,FALSE,FALSE,FALSE,FALSE,TRUE
R_3C1Zm4cBu5szfpL,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Hardware,Technical,Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,TRUE,FALSE,FALSE,TRUE,FALSE
R_3CQ05NrX1W5KcVQ,Would not,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Unsubstantial,Untechnical,Prevents,25-34,Male,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,TRUE
R_3ERvChpUf0y8gj7,Maybe would,IoTSimple,Completely safe,Somewhat safe,Simple,IoT,Unsubstantial,Technical,No Prevents,45+,Female NB or SD,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,FALSE
R_3I3O423Dojt2D91,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Unsubstantial,Untechnical,No Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3I5g06gKcSxuiSV,Would not,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Trust,Technical,Prevents,18-24,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_3I8jjimAbZ6vbAl,Would not,IoTSimple,Completely safe,Completely safe,Simple,IoT,Unsubstantial,Untechnical,Prevents,18-24,Female NB or SD,Bachelor or Graduate degree,TRUE,TRUE,TRUE,TRUE,FALSE
R_3IAiSepYQCFYNp2,Maybe would,IoTSimple,Completely safe,Completely safe,Simple,IoT,Hardware,Untechnical,No Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,TRUE,TRUE,TRUE,TRUE,FALSE
R_3IGJ6LuNwcngfm1,Would not,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Hardware,Untechnical,Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_3IW9KNQc3sQBFRr,Maybe would,IoTSimple,Completely safe,Completely safe,Simple,IoT,Trust,Untechnical,No Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3Ja5mockRWJa6cz,Definitely would,IoTSimple,Somewhat safe,Completely safe,Simple,IoT,Hardware,Untechnical,Prevents,18-24,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_3KBJdKOQqVqaafw,Definitely would,IoTSimple,Somewhat safe,Completely safe,Simple,IoT,Trust,Untechnical,Prevents,25-34,Male,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,FALSE
R_3KDYxGFxUzPHePF,Maybe would,IoTSimple,Completely safe,Completely safe,Simple,IoT,Hardware,Untechnical,No Prevents,35-44,Male,Bachelor or Graduate degree,TRUE,FALSE,FALSE,TRUE,FALSE
R_3KTIKy0avXC3lTz,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Unsubstantial,Technical,No Prevents,45+,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_3MWkQpRPEql8TSV,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Hardware,Technical,No Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_3NfskA8Ovklri4C,Would not,IoTSimple,Completely safe,Completely safe,Simple,IoT,Hardware,Untechnical,No Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_3O0v8Vkaflqyw1k,Definitely would,IoTSimple,Completely safe,Completely safe,Simple,IoT,Hardware,Untechnical,No Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3Q0paE3kpBdqOD2,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Hardware,Untechnical,Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3QXnE2tZtGEp8bk,Maybe would,IoTSimple,Somewhat safe,Completely safe,Simple,IoT,Trust,Technical,No Prevents,25-34,Male,Bachelor or Graduate degree,TRUE,TRUE,TRUE,TRUE,FALSE
R_3RLLyli9qudD6zn,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Hardware,Untechnical,Prevents,18-24,Female NB or SD,High school or below,TRUE,FALSE,FALSE,TRUE,FALSE
R_3SYXByP4q8RrykF,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Unsubstantial,Untechnical,No Prevents,18-24,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_3YgJh67AUNgXpkt,Would not,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Trust,Technical,Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3cuCnWSworjIFvt,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Unsubstantial,Technical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3dMnzKBjAo8loQN,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Unsubstantial,Technical,No Prevents,25-34,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_3dxZA7u2ATRiloH,Definitely would,IoTSimple,Completely safe,Completely safe,Simple,IoT,Trust,Untechnical,Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_3e3kdkIpLRMzwEc,Maybe would,IoTSimple,Somewhat safe,Completely safe,Simple,IoT,Unsubstantial,Technical,Prevents,35-44,Male,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,TRUE
R_3eJewc2jWA7EK69,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Hardware,Untechnical,Prevents,25-34,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_3fGEEHAd9zYapRB,Would not,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Hardware,Untechnical,No Prevents,18-24,Female NB or SD,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,FALSE
R_3gHdvho6tQnkFkQ,Definitely would,IoTSimple,Completely safe,Completely safe,Simple,IoT,Hardware,Untechnical,No Prevents,45+,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_3gHqpQiUNLtqts7,Maybe would,IoTSimple,Completely safe,Completely safe,Simple,IoT,Unsubstantial,Untechnical,No Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_3ghW0jp3MfRehpQ,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Hardware,Untechnical,No Prevents,25-34,Female NB or SD,High school or below,TRUE,FALSE,FALSE,TRUE,FALSE
R_3gzs7tVLQz6b8Hy,Definitely would,IoTSimple,Completely safe,Completely safe,Simple,IoT,Unsubstantial,Technical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3jCmsR4kFpEL3Eh,Maybe would,IoTSimple,Completely safe,Completely safe,Simple,IoT,Hardware,Untechnical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3jcIZgT14ZJptTT,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Unsubstantial,Technical,No Prevents,45+,Male,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,FALSE
R_3jdppjYTX6hsrM8,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Trust,Untechnical,No Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3kH2hicstCXFcXn,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Trust,Untechnical,No Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_3m8fUch8vdPjNct,Definitely would,IoTSimple,Completely safe,Completely safe,Simple,IoT,Unsubstantial,Untechnical,No Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,FALSE
R_3nMeXGR2n1KgDxG,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Trust,Technical,Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3pQQ5m4r0hug6KP,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Unsubstantial,Technical,No Prevents,18-24,Female NB or SD,High school or below,TRUE,FALSE,TRUE,TRUE,FALSE
R_3psQxOWcgbKJcfA,Would not,IoTSimple,Completely safe,Completely safe,Simple,IoT,Unsubstantial,Untechnical,No Prevents,18-24,Female NB or SD,Bachelor or Graduate degree,TRUE,TRUE,TRUE,TRUE,FALSE
R_3qlqqwOW2tk279v,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Trust,Technical,Prevents,45+,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_3vM2rC33rv7v5U5,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Unsubstantial,Untechnical,No Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3wgBJsnx9iRdtkE,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Trust,Untechnical,Prevents,35-44,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_3wmGySo0FCbmm1h,Would not,IoTSimple,Not at all safe,Not at all safe,Simple,IoT,Hardware,Technical,Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3zI4RirL5NYV33z,Would not,IoTSimple,Not at all safe,Not at all safe,Simple,IoT,Hardware,Untechnical,No Prevents,45+,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_510LHSfC0YtUuXL,Would not,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Unsubstantial,Technical,No Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_524ilx5UnMSYEcc,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Hardware,Technical,No Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_57Ve7Sz6TxR9K7B,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Trust,Untechnical,No Prevents,18-24,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_58LE3mjlqV94VEy,Maybe would,IoTSimple,Somewhat safe,Completely safe,Simple,IoT,Unsubstantial,Technical,No Prevents,18-24,Male,High school or below,FALSE,FALSE,TRUE,FALSE,TRUE
R_5Bmpfepy6WmLp0v,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Hardware,Untechnical,No Prevents,18-24,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_5Csa8Q2Oe0pWDHz,Would not,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Trust,Untechnical,No Prevents,18-24,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_5DZIzTergroao1w,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Unsubstantial,Untechnical,Prevents,35-44,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_5DvxSXDCHDXAVPu,Would not,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Trust,Untechnical,No Prevents,45+,Female NB or SD,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_5EM7LuexuAZr2hd,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Hardware,Untechnical,No Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_5ESGZRTmO3O1E2J,Definitely would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Hardware,Untechnical,Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_5EYeGueyNtB06Do,Maybe would,IoTSimple,Completely safe,Completely safe,Simple,IoT,Unsubstantial,Technical,Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_5EpfnDySqbkv2t3,Would not,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Trust,Technical,No Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_5FLwwyF3XUuDGox,Maybe would,IoTSimple,Somewhat safe,Completely safe,Simple,IoT,Unsubstantial,Technical,Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_5HDBPYubHr5bwOd,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Unsubstantial,Technical,Prevents,45+,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_5IgxKAkLh1mrvWR,Definitely would,IoTSimple,Completely safe,Somewhat safe,Simple,IoT,Unsubstantial,Technical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_5KqlACpbJWUn9SP,Would not,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Unsubstantial,Technical,Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,FALSE
R_5MJQziAhHwxJMF4,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Trust,Technical,Prevents,25-34,Male,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,TRUE
R_5MX6ZyOMsFyjAyZ,Maybe would,IoTSimple,Somewhat safe,Somewhat safe,Simple,IoT,Trust,Technical,No Prevents,18-24,Male,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
