ResponseId,SCENARIO,COMPLEXITY,A,B,C,D,E,F,G,H,I,J,age,gender,education,previous_medical_research,medical_job,combined_IoT_Experience,combined_Medical_Experience,combined_CS_Experience,EXPLN_S1,EXPLN_S2,EXPLN_S3,scenario
R_13YlxdIhkGwKWZ3,IoT,Complex,1,1,1,1,1,1,0,0,1,0,45+,Female NB or SD,Bachelor or Graduate degree,False,False,False,False,False,Trust,Technical,No Prevents,IoTComplex
R_13m5UQ2ioHkXEx5,IoT,Simple,1,1,1,1,1,1,0,1,1,0,35-44,Male,High school or below,False,True,False,True,True,Unsubstantial,Untechnical,Prevents,IoTSimple
R_13m5UQ2ioHkXEx5,Medical,Complex,1,1,1,1,1,1,1,1,1,0,35-44,Male,High school or below,False,True,False,True,True,Unsubstantial,Untechnical,Prevents,MedicalComplex
R_13xuE5GNf2JJEil,Medical,Complex,1,0,0,1,1,1,1,1,0,1,45+,Male,High school or below,False,True,True,True,True,Trust,Technical,Prevents,MedicalComplex
R_13xuE5GNf2JJEil,IoT,Simple,0,0,0,0,1,1,1,1,0,1,45+,Male,High school or below,False,True,True,True,True,Trust,Technical,Prevents,IoTSimple
R_147c3Fl0F0zDu0k,Medical,Simple,1,1,1,1,1,1,1,0,1,0,45+,Female NB or SD,Bachelor or Graduate degree,False,False,False,False,False,Hardware,Technical,Prevents,MedicalSimple
R_147c3Fl0F0zDu0k,IoT,Simple,1,1,1,1,1,1,1,0,1,1,45+,Female NB or SD,Bachelor or Graduate degree,False,False,False,False,False,Hardware,Technical,Prevents,IoTSimple
R_14PdyKRKcyC9mUB,IoT,Complex,0,1,1,0,0,1,0,0,1,1,18-24,Female NB or SD,High school or below,True,True,True,True,False,Trust,Technical,No Prevents,IoTComplex
R_14PdyKRKcyC9mUB,Medical,Complex,1,1,0,0,0,1,0,1,1,0,18-24,Female NB or SD,High school or below,True,True,True,True,False,Trust,Technical,No Prevents,MedicalComplex
R_16wgPFeQY0NPQ53,Medical,Simple,1,1,1,1,1,0,0,0,1,0,35-44,Male,High school or below,False,False,True,False,True,Hardware,Technical,Prevents,MedicalSimple
R_16wgPFeQY0NPQ53,IoT,Simple,1,1,1,1,0,0,0,1,1,0,35-44,Male,High school or below,False,False,True,False,True,Hardware,Technical,Prevents,IoTSimple
R_17A5ghNOMhiMzip,Medical,Simple,1,1,1,1,1,1,1,1,1,1,45+,Female NB or SD,High school or below,False,False,True,False,False,Trust,Technical,No Prevents,MedicalSimple
R_17A5ghNOMhiMzip,IoT,Complex,1,1,1,1,1,1,1,0,1,1,45+,Female NB or SD,High school or below,False,False,True,False,False,Trust,Technical,No Prevents,IoTComplex
R_17Qo5EW5C0MsXl5,IoT,Complex,1,1,1,1,1,1,0,0,1,0,45+,Female NB or SD,High school or below,False,False,True,False,False,Hardware,Untechnical,Prevents,IoTComplex
R_17Qo5EW5C0MsXl5,Medical,Complex,1,1,1,1,1,1,0,1,1,0,45+,Female NB or SD,High school or below,False,False,True,False,False,Hardware,Untechnical,Prevents,MedicalComplex
R_17TE5prio7BeEBS,IoT,Complex,1,1,0,1,1,0,0,0,1,0,35-44,Female NB or SD,High school or below,False,False,True,False,False,Hardware,Technical,No Prevents,IoTComplex
R_17TE5prio7BeEBS,Medical,Simple,1,0,0,0,1,1,0,0,0,1,35-44,Female NB or SD,High school or below,False,False,True,False,False,Hardware,Technical,No Prevents,MedicalSimple
R_19OdQEScuXCpTc5,Medical,Simple,1,1,1,1,1,1,0,1,1,1,35-44,Female NB or SD,High school or below,False,False,False,False,False,Unsubstantial,Untechnical,Prevents,MedicalSimple
R_19OdQEScuXCpTc5,IoT,Simple,1,1,1,1,1,1,1,1,1,1,35-44,Female NB or SD,High school or below,False,False,False,False,False,Unsubstantial,Untechnical,Prevents,IoTSimple
R_19n6U8YqJ8pPRPA,IoT,Simple,1,1,1,1,1,0,1,0,0,0,35-44,Male,High school or below,False,True,True,True,False,Hardware,Technical,Prevents,IoTSimple
R_19n6U8YqJ8pPRPA,Medical,Complex,1,0,1,1,1,1,1,0,0,0,35-44,Male,High school or below,False,True,True,True,False,Hardware,Technical,Prevents,MedicalComplex
R_19stRKpG4OVbm0N,IoT,Simple,1,0,1,1,1,0,1,0,0,0,35-44,Male,High school or below,False,False,True,False,True,Unsubstantial,Technical,No Prevents,IoTSimple
R_19stRKpG4OVbm0N,Medical,Complex,1,1,0,1,1,0,1,1,1,0,35-44,Male,High school or below,False,False,True,False,True,Unsubstantial,Technical,No Prevents,MedicalComplex
R_1Bb46sXAIEaYJoc,Medical,Complex,1,1,1,1,1,1,1,1,0,1,25-34,Male,High school or below,False,False,True,False,True,Unsubstantial,Technical,No Prevents,MedicalComplex
R_1Bb46sXAIEaYJoc,IoT,Complex,1,1,1,1,1,1,1,0,0,1,25-34,Male,High school or below,False,False,True,False,True,Unsubstantial,Technical,No Prevents,IoTComplex
R_1BbNsDoEUZByxhe,Medical,Complex,1,1,0,1,1,1,1,1,1,1,35-44,Male,Bachelor or Graduate degree,False,False,False,False,False,Hardware,Untechnical,Prevents,MedicalComplex
R_1BbNsDoEUZByxhe,IoT,Complex,1,1,1,1,1,0,1,1,1,1,35-44,Male,Bachelor or Graduate degree,False,False,False,False,False,Hardware,Untechnical,Prevents,IoTComplex
R_1D7pcdNbURwTRm0,IoT,Complex,1,1,0,1,1,0,1,1,1,0,35-44,Male,Bachelor or Graduate degree,True,True,True,True,True,Trust,Untechnical,Prevents,IoTComplex
R_1D7pcdNbURwTRm0,Medical,Simple,1,1,0,1,1,0,1,1,1,0,35-44,Male,Bachelor or Graduate degree,True,True,True,True,True,Trust,Untechnical,Prevents,MedicalSimple
R_1D7uIGhTiygt1b4,Medical,Simple,1,1,1,1,1,1,0,0,1,0,35-44,Female NB or SD,High school or below,False,False,True,False,False,Unsubstantial,Technical,Prevents,MedicalSimple
R_1D7uIGhTiygt1b4,IoT,Complex,1,1,0,1,1,1,1,0,1,0,35-44,Female NB or SD,High school or below,False,False,True,False,False,Unsubstantial,Technical,Prevents,IoTComplex
R_1DOb9BeUecTxusQ,Medical,Simple,1,1,1,1,1,0,1,1,1,0,25-34,Female NB or SD,High school or below,False,False,True,False,False,Trust,Technical,Prevents,MedicalSimple
R_1DOb9BeUecTxusQ,IoT,Simple,1,0,1,1,1,0,1,1,0,0,25-34,Female NB or SD,High school or below,False,False,True,False,False,Trust,Technical,Prevents,IoTSimple
R_1EoAtAMTyDc5zsa,Medical,Complex,1,1,0,0,1,1,1,1,1,1,35-44,Male,Bachelor or Graduate degree,False,False,True,False,False,Hardware,Untechnical,No Prevents,MedicalComplex
R_1EoAtAMTyDc5zsa,IoT,Simple,1,1,1,0,1,1,1,0,1,1,35-44,Male,Bachelor or Graduate degree,False,False,True,False,False,Hardware,Untechnical,No Prevents,IoTSimple
R_1ErHeTKg6R1uOE1,Medical,Simple,1,1,1,1,1,1,1,0,1,0,25-34,Female NB or SD,Bachelor or Graduate degree,False,False,False,False,False,Trust,Technical,Prevents,MedicalSimple
R_1ErHeTKg6R1uOE1,IoT,Simple,1,1,1,1,1,1,0,0,1,0,25-34,Female NB or SD,Bachelor or Graduate degree,False,False,False,False,False,Trust,Technical,Prevents,IoTSimple
R_1F1Y8wGynsMRT2T,IoT,Simple,1,0,0,0,1,0,1,0,0,1,25-34,Male,Bachelor or Graduate degree,True,False,True,True,False,Hardware,Technical,Prevents,IoTSimple
R_1F1Y8wGynsMRT2T,Medical,Simple,1,0,0,0,1,1,1,0,0,1,25-34,Male,Bachelor or Graduate degree,True,False,True,True,False,Hardware,Technical,Prevents,MedicalSimple
R_1F2Nhtk4EsTxMJ4,IoT,Simple,1,1,0,1,1,1,1,1,1,1,45+,Male,Bachelor or Graduate degree,False,False,True,False,True,Trust,Technical,No Prevents,IoTSimple
R_1F2Nhtk4EsTxMJ4,Medical,Complex,1,1,0,1,1,1,1,1,1,0,45+,Male,Bachelor or Graduate degree,False,False,True,False,True,Trust,Technical,No Prevents,MedicalComplex
R_1HB8hccLCE3oeje,IoT,Simple,1,1,0,0,1,1,1,1,1,1,25-34,Male,Bachelor or Graduate degree,False,False,True,False,False,Trust,Technical,Prevents,IoTSimple
R_1HB8hccLCE3oeje,Medical,Simple,1,1,0,0,1,1,1,1,0,1,25-34,Male,Bachelor or Graduate degree,False,False,True,False,False,Trust,Technical,Prevents,MedicalSimple
R_1HXQuluInCw1M1E,IoT,Complex,1,0,1,1,1,1,1,1,1,1,45+,Male,Bachelor or Graduate degree,False,False,True,False,True,Hardware,Technical,No Prevents,IoTComplex
R_1HXQuluInCw1M1E,Medical,Simple,1,1,1,1,1,1,1,1,1,1,45+,Male,Bachelor or Graduate degree,False,False,True,False,True,Hardware,Technical,No Prevents,MedicalSimple
R_1I0k5iXWugbyweq,Medical,Complex,1,1,1,1,1,1,0,0,1,0,45+,Female NB or SD,Bachelor or Graduate degree,True,True,False,True,False,Unsubstantial,Technical,Prevents,MedicalComplex
R_1I0k5iXWugbyweq,IoT,Complex,1,1,1,1,1,1,1,0,1,0,45+,Female NB or SD,Bachelor or Graduate degree,True,True,False,True,False,Unsubstantial,Technical,Prevents,IoTComplex
R_1I5WkG7nY9cdHms,Medical,Simple,1,0,0,0,1,1,1,1,0,1,25-34,Female NB or SD,Bachelor or Graduate degree,False,False,False,False,False,Unsubstantial,Technical,No Prevents,MedicalSimple
R_1I5WkG7nY9cdHms,IoT,Complex,1,0,0,0,1,1,1,1,0,1,25-34,Female NB or SD,Bachelor or Graduate degree,False,False,False,False,False,Unsubstantial,Technical,No Prevents,IoTComplex
R_1IQIeqlM4dg9IA1,Medical,Simple,1,1,1,1,0,0,0,1,1,1,35-44,Female NB or SD,Bachelor or Graduate degree,False,False,False,False,False,Unsubstantial,Technical,Prevents,MedicalSimple
R_1IQIeqlM4dg9IA1,IoT,Simple,1,1,1,1,1,1,1,0,1,1,35-44,Female NB or SD,Bachelor or Graduate degree,False,False,False,False,False,Unsubstantial,Technical,Prevents,IoTSimple
R_1J3mstVf0wYZFDj,IoT,Simple,1,1,1,1,1,1,1,0,1,1,35-44,Male,Bachelor or Graduate degree,False,False,True,False,False,Unsubstantial,Technical,Prevents,IoTSimple
R_1J3mstVf0wYZFDj,Medical,Complex,1,1,1,1,1,1,1,1,1,1,35-44,Male,Bachelor or Graduate degree,False,False,True,False,False,Unsubstantial,Technical,Prevents,MedicalComplex
R_1JFxAhldlomGkth,IoT,Simple,1,1,0,1,1,1,1,0,0,1,45+,Female NB or SD,Bachelor or Graduate degree,False,False,False,False,False,Unsubstantial,Untechnical,No Prevents,IoTSimple
R_1JFxAhldlomGkth,Medical,Complex,1,1,0,1,1,1,1,0,0,1,45+,Female NB or SD,Bachelor or Graduate degree,False,False,False,False,False,Unsubstantial,Untechnical,No Prevents,MedicalComplex
R_1LOIJ6ABi8BvE6l,Medical,Simple,1,1,1,1,1,0,1,1,1,0,35-44,Male,High school or below,False,False,True,False,False,Unsubstantial,Technical,No Prevents,MedicalSimple
R_1LOIJ6ABi8BvE6l,IoT,Complex,1,1,1,1,1,1,0,1,0,0,35-44,Male,High school or below,False,False,True,False,False,Unsubstantial,Technical,No Prevents,IoTComplex
R_1MrN1fBUIi3XY0e,IoT,Simple,1,1,1,1,0,0,0,0,1,0,25-34,Male,High school or below,False,False,True,False,True,Hardware,Technical,Prevents,IoTSimple
R_1MrN1fBUIi3XY0e,Medical,Simple,1,0,1,1,1,0,1,0,0,1,25-34,Male,High school or below,False,False,True,False,True,Hardware,Technical,Prevents,MedicalSimple
R_1NJy3nVqhStmmzf,IoT,Complex,1,1,1,1,1,1,1,0,1,1,45+,Female NB or SD,High school or below,False,False,False,False,False,Hardware,Untechnical,No Prevents,IoTComplex
R_1NJy3nVqhStmmzf,Medical,Simple,1,1,1,1,1,1,1,1,0,1,45+,Female NB or SD,High school or below,False,False,False,False,False,Hardware,Untechnical,No Prevents,MedicalSimple
R_1O75iTJCG81RaPn,Medical,Simple,1,0,0,0,1,1,0,0,1,0,18-24,Male,High school or below,False,False,True,False,False,Trust,Technical,Prevents,MedicalSimple
R_1O75iTJCG81RaPn,IoT,Simple,1,1,1,1,1,0,0,0,1,1,18-24,Male,High school or below,False,False,True,False,False,Trust,Technical,Prevents,IoTSimple
R_1O7GHLrKROKQk36,Medical,Simple,1,1,1,1,1,1,1,1,1,0,25-34,Female NB or SD,Bachelor or Graduate degree,False,False,True,False,False,Unsubstantial,Untechnical,No Prevents,MedicalSimple
R_1O7GHLrKROKQk36,IoT,Complex,1,1,1,1,1,1,1,1,1,1,25-34,Female NB or SD,Bachelor or Graduate degree,False,False,True,False,False,Unsubstantial,Untechnical,No Prevents,IoTComplex
R_1OOaXIkygipz0Md,IoT,Complex,1,1,0,1,1,1,1,1,0,1,35-44,Male,Bachelor or Graduate degree,True,False,True,True,False,Hardware,Untechnical,Prevents,IoTComplex
R_1OOaXIkygipz0Md,Medical,Complex,1,1,1,1,1,1,1,1,0,1,35-44,Male,Bachelor or Graduate degree,True,False,True,True,False,Hardware,Untechnical,Prevents,MedicalComplex
R_1P50q7uBjmmSwzu,IoT,Simple,1,0,1,1,1,1,1,0,1,1,25-34,Female NB or SD,Bachelor or Graduate degree,False,False,True,False,False,Trust,Technical,No Prevents,IoTSimple
R_1P50q7uBjmmSwzu,Medical,Complex,1,1,0,0,1,1,1,1,1,1,25-34,Female NB or SD,Bachelor or Graduate degree,False,False,True,False,False,Trust,Technical,No Prevents,MedicalComplex
R_1PTQ50PlSQPyrJA,IoT,Simple,1,1,1,1,1,1,1,0,1,0,35-44,Male,High school or below,False,False,True,False,False,Hardware,Untechnical,No Prevents,IoTSimple
R_1PTQ50PlSQPyrJA,Medical,Complex,1,1,1,1,1,1,1,1,1,1,35-44,Male,High school or below,False,False,True,False,False,Hardware,Untechnical,No Prevents,MedicalComplex
R_1QLeRXyfVn0fK9Q,IoT,Complex,1,1,1,1,1,1,1,0,1,1,45+,Female NB or SD,High school or below,False,False,True,False,False,Unsubstantial,Technical,No Prevents,IoTComplex
R_1QLeRXyfVn0fK9Q,Medical,Simple,1,1,1,1,1,1,0,0,1,1,45+,Female NB or SD,High school or below,False,False,True,False,False,Unsubstantial,Technical,No Prevents,MedicalSimple
R_1R7PBOYP0Jqvcbv,Medical,Simple,1,1,1,1,1,1,1,1,1,0,25-34,Male,Bachelor or Graduate degree,True,False,True,True,True,Unsubstantial,Technical,Prevents,MedicalSimple
R_1R7PBOYP0Jqvcbv,IoT,Simple,1,1,1,1,1,1,0,1,1,0,25-34,Male,Bachelor or Graduate degree,True,False,True,True,True,Unsubstantial,Technical,Prevents,IoTSimple
R_1RaznavDCHne6h6,Medical,Simple,1,1,1,1,0,0,0,0,1,0,45+,Female NB or SD,Bachelor or Graduate degree,False,False,False,False,False,Trust,Untechnical,No Prevents,MedicalSimple
R_1RaznavDCHne6h6,IoT,Simple,1,1,1,0,1,0,0,0,1,1,45+,Female NB or SD,Bachelor or Graduate degree,False,False,False,False,False,Trust,Untechnical,No Prevents,IoTSimple
R_1VkCiDZ0lUEvkG4,IoT,Simple,1,1,1,1,1,1,1,1,1,1,25-34,Female NB or SD,Bachelor or Graduate degree,True,False,False,True,False,Unsubstantial,Technical,Prevents,IoTSimple
R_1VkCiDZ0lUEvkG4,Medical,Complex,1,1,1,1,1,1,1,1,1,1,25-34,Female NB or SD,Bachelor or Graduate degree,True,False,False,True,False,Unsubstantial,Technical,Prevents,MedicalComplex
R_1W8pjJAMeJGeYiB,IoT,Simple,1,1,1,1,1,0,1,0,1,0,25-34,Male,Bachelor or Graduate degree,False,False,True,False,True,Trust,Technical,Prevents,IoTSimple
R_1W8pjJAMeJGeYiB,Medical,Complex,1,1,1,1,1,0,1,0,0,0,25-34,Male,Bachelor or Graduate degree,False,False,True,False,True,Trust,Technical,Prevents,MedicalComplex
R_1WD54s3RGRQbdWr,IoT,Simple,1,1,0,1,1,0,0,1,1,0,25-34,Male,Bachelor or Graduate degree,False,False,True,False,False,Hardware,Technical,Prevents,IoTSimple
R_1WD54s3RGRQbdWr,Medical,Simple,1,1,0,1,0,1,0,0,1,0,25-34,Male,Bachelor or Graduate degree,False,False,True,False,False,Hardware,Technical,Prevents,MedicalSimple
R_1XPhQ4UkSum4aGJ,Medical,Complex,1,1,1,1,1,1,1,1,1,1,18-24,Male,High school or below,False,False,True,False,True,Unsubstantial,Untechnical,No Prevents,MedicalComplex
R_1XPhQ4UkSum4aGJ,IoT,Complex,1,1,1,0,1,1,0,1,1,1,18-24,Male,High school or below,False,False,True,False,True,Unsubstantial,Untechnical,No Prevents,IoTComplex
R_1YE2zezihUboKUX,Medical,Complex,1,1,1,1,0,1,0,1,1,0,45+,Male,High school or below,False,False,True,False,False,Hardware,Technical,No Prevents,MedicalComplex
R_1YE2zezihUboKUX,IoT,Complex,1,1,1,1,1,1,0,1,1,1,45+,Male,High school or below,False,False,True,False,False,Hardware,Technical,No Prevents,IoTComplex
R_1ZLcN7ttwuXRMch,IoT,Complex,1,1,0,1,1,1,0,0,1,1,25-34,Male,Bachelor or Graduate degree,False,False,True,False,False,Trust,Untechnical,Prevents,IoTComplex
R_1ZLcN7ttwuXRMch,Medical,Simple,1,1,0,1,1,1,0,0,1,1,25-34,Male,Bachelor or Graduate degree,False,False,True,False,False,Trust,Untechnical,Prevents,MedicalSimple
R_1a804pEEXfyBVIt,IoT,Simple,1,1,1,1,1,1,0,1,1,0,45+,Male,Bachelor or Graduate degree,False,False,True,False,True,Hardware,Untechnical,No Prevents,IoTSimple
R_1a804pEEXfyBVIt,Medical,Complex,1,1,1,1,1,1,1,1,1,1,45+,Male,Bachelor or Graduate degree,False,False,True,False,True,Hardware,Untechnical,No Prevents,MedicalComplex
R_1cyK0rnB5yk0kPn,IoT,Simple,1,0,0,0,1,1,1,1,0,1,45+,Male,Bachelor or Graduate degree,False,False,True,False,False,Unsubstantial,Technical,No Prevents,IoTSimple
R_1cyK0rnB5yk0kPn,Medical,Complex,1,1,0,0,1,1,1,1,0,1,45+,Male,Bachelor or Graduate degree,False,False,True,False,False,Unsubstantial,Technical,No Prevents,MedicalComplex
R_1dAknzJQIhtXiJN,Medical,Complex,1,1,1,1,1,1,1,1,1,0,35-44,Male,High school or below,False,False,True,False,False,Trust,Technical,Prevents,MedicalComplex
R_1dAknzJQIhtXiJN,IoT,Complex,1,1,1,1,1,1,1,0,1,0,35-44,Male,High school or below,False,False,True,False,False,Trust,Technical,Prevents,IoTComplex
R_1dfLsoEciyPHImj,IoT,Simple,1,1,1,1,0,0,0,1,1,0,25-34,Male,Bachelor or Graduate degree,False,False,True,False,False,Unsubstantial,Technical,Prevents,IoTSimple
R_1dfLsoEciyPHImj,Medical,Complex,1,1,1,1,0,0,0,1,1,0,25-34,Male,Bachelor or Graduate degree,False,False,True,False,False,Unsubstantial,Technical,Prevents,MedicalComplex
R_1eF2ZRue4PsBGKY,IoT,Simple,1,1,1,1,1,0,0,0,1,0,45+,Male,High school or below,False,False,False,False,False,Trust,Untechnical,Prevents,IoTSimple
R_1eF2ZRue4PsBGKY,Medical,Complex,1,1,1,1,1,0,1,1,1,0,45+,Male,High school or below,False,False,False,False,False,Trust,Untechnical,Prevents,MedicalComplex
R_1efUiqsrYeXsE7r,IoT,Simple,1,1,1,1,1,1,1,0,0,1,18-24,Female NB or SD,Bachelor or Graduate degree,False,True,True,True,False,Unsubstantial,Technical,Prevents,IoTSimple
R_1efUiqsrYeXsE7r,Medical,Complex,1,1,1,1,1,1,1,1,0,1,18-24,Female NB or SD,Bachelor or Graduate degree,False,True,True,True,False,Unsubstantial,Technical,Prevents,MedicalComplex
R_1fOhOljcNufcPhc,Medical,Simple,1,1,1,1,1,1,0,0,1,0,45+,Female NB or SD,Bachelor or Graduate degree,False,False,True,False,False,Unsubstantial,Technical,Prevents,MedicalSimple
R_1fOhOljcNufcPhc,IoT,Simple,1,1,1,1,1,1,0,1,1,0,45+,Female NB or SD,Bachelor or Graduate degree,False,False,True,False,False,Unsubstantial,Technical,Prevents,IoTSimple
R_1fVnEU62o25xh1g,Medical,Simple,1,0,1,0,1,1,1,1,0,1,25-34,Male,High school or below,False,False,True,False,False,Trust,Technical,Prevents,MedicalSimple
R_1fVnEU62o25xh1g,IoT,Simple,1,0,1,0,1,1,1,0,0,1,25-34,Male,High school or below,False,False,True,False,False,Trust,Technical,Prevents,IoTSimple
R_1gArMDSFdy6w2U9,IoT,Simple,1,1,1,1,0,0,0,1,1,0,35-44,Male,Bachelor or Graduate degree,False,False,True,False,True,Hardware,Technical,Prevents,IoTSimple
R_1gArMDSFdy6w2U9,Medical,Simple,1,1,1,1,0,0,0,0,1,0,35-44,Male,Bachelor or Graduate degree,False,False,True,False,True,Hardware,Technical,Prevents,MedicalSimple
R_1gN3qHH3xQMASgK,IoT,Simple,0,1,1,1,1,1,1,1,1,1,35-44,Female NB or SD,High school or below,False,False,True,False,False,Unsubstantial,Untechnical,Prevents,IoTSimple
R_1gN3qHH3xQMASgK,Medical,Complex,1,1,1,1,1,0,1,1,1,1,35-44,Female NB or SD,High school or below,False,False,True,False,False,Unsubstantial,Untechnical,Prevents,MedicalComplex
R_1guRonw5pN3D5Zg,Medical,Complex,1,1,1,1,1,1,1,1,1,1,25-34,Male,Bachelor or Graduate degree,False,True,True,True,False,Unsubstantial,Technical,No Prevents,MedicalComplex
R_1guRonw5pN3D5Zg,IoT,Complex,1,1,1,1,1,1,0,1,1,1,25-34,Male,Bachelor or Graduate degree,False,True,True,True,False,Unsubstantial,Technical,No Prevents,IoTComplex
R_1izfMAswCCDZEnN,IoT,Complex,1,0,0,0,0,1,1,0,0,1,25-34,Female NB or SD,Bachelor or Graduate degree,False,False,True,False,False,Trust,Technical,No Prevents,IoTComplex
R_1izfMAswCCDZEnN,Medical,Simple,1,0,0,0,1,1,1,0,0,0,25-34,Female NB or SD,Bachelor or Graduate degree,False,False,True,False,False,Trust,Technical,No Prevents,MedicalSimple
R_1kFKP2LZzazsQKZ,IoT,Complex,1,1,0,1,0,1,1,1,1,0,45+,Female NB or SD,High school or below,False,False,True,False,False,Hardware,Technical,No Prevents,IoTComplex
R_1kFKP2LZzazsQKZ,Medical,Complex,1,1,0,1,1,1,1,0,1,0,45+,Female NB or SD,High school or below,False,False,True,False,False,Hardware,Technical,No Prevents,MedicalComplex
R_1lVzyDfauC9o0q0,Medical,Complex,1,1,1,1,1,1,0,0,1,1,25-34,Male,High school or below,False,False,True,False,False,Unsubstantial,Untechnical,Prevents,MedicalComplex
R_1lVzyDfauC9o0q0,IoT,Complex,1,1,1,1,1,0,0,0,1,1,25-34,Male,High school or below,False,False,True,False,False,Unsubstantial,Untechnical,Prevents,IoTComplex
R_1lbfpEfy4fjPKxb,Medical,Simple,1,1,1,1,0,1,1,1,1,0,25-34,Female NB or SD,High school or below,False,False,True,False,False,Hardware,Untechnical,Prevents,MedicalSimple
R_1lbfpEfy4fjPKxb,IoT,Complex,1,1,1,1,0,0,0,1,1,0,25-34,Female NB or SD,High school or below,False,False,True,False,False,Hardware,Untechnical,Prevents,IoTComplex
R_1lrWbeQEgMXwOop,IoT,Complex,1,1,1,1,0,1,0,0,1,0,18-24,Female NB or SD,Bachelor or Graduate degree,False,False,True,False,False,Trust,Untechnical,Prevents,IoTComplex
R_1lrWbeQEgMXwOop,Medical,Complex,1,0,1,1,1,1,1,0,1,1,18-24,Female NB or SD,Bachelor or Graduate degree,False,False,True,False,False,Trust,Untechnical,Prevents,MedicalComplex
R_1mR0HWJG9wo0sCt,IoT,Simple,1,1,1,0,1,1,1,1,1,1,45+,Male,Bachelor or Graduate degree,False,False,True,False,True,Hardware,Untechnical,No Prevents,IoTSimple
R_1mR0HWJG9wo0sCt,Medical,Complex,1,1,1,0,1,1,1,1,1,1,45+,Male,Bachelor or Graduate degree,False,False,True,False,True,Hardware,Untechnical,No Prevents,MedicalComplex
R_1n3oRQ0UONpgdEB,IoT,Complex,1,1,1,1,1,1,1,0,1,0,45+,Female NB or SD,Bachelor or Graduate degree,False,False,True,False,False,Hardware,Untechnical,Prevents,IoTComplex
R_1n3oRQ0UONpgdEB,Medical,Complex,1,1,1,1,1,1,1,1,1,0,45+,Female NB or SD,Bachelor or Graduate degree,False,False,True,False,False,Hardware,Untechnical,Prevents,MedicalComplex
R_1n65J64IcWJ5Zd8,Medical,Simple,1,1,1,1,1,1,1,0,1,0,18-24,Female NB or SD,Bachelor or Graduate degree,False,False,True,False,False,Unsubstantial,Untechnical,Prevents,MedicalSimple
R_1n65J64IcWJ5Zd8,IoT,Simple,1,1,1,1,1,1,1,0,1,0,18-24,Female NB or SD,Bachelor or Graduate degree,False,False,True,False,False,Unsubstantial,Untechnical,Prevents,IoTSimple
R_1nXDkNVtayzy0vv,IoT,Simple,1,1,1,1,1,1,1,0,1,0,25-34,Male,High school or below,False,False,True,False,False,Trust,Untechnical,Prevents,IoTSimple
