ResponseId,willingness,scenario,safety_post,safety_pre,scenario_complexity,scenario_scenario,EXPLN_S1,EXPLN_S2,EXPLN_S3,age,gender,education,previous_medical_research,medical_job,combined_IoT_Experience,combined_Medical_Experience,combined_CS_Experience
R_1YE2zezihUboKUX,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Technical,No Prevents,45+,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_1a804pEEXfyBVIt,Definitely would,MedicalComplex,Somewhat safe,Completely safe,Complex,Medical,Hardware,Untechnical,No Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_1cyK0rnB5yk0kPn,Would not,MedicalComplex,Somewhat safe,Not at all safe,Complex,Medical,Unsubstantial,Technical,No Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_1dAknzJQIhtXiJN,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Technical,Prevents,35-44,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_1dfLsoEciyPHImj,Definitely would,MedicalComplex,Completely safe,Completely safe,Complex,Medical,Unsubstantial,Technical,Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_1eF2ZRue4PsBGKY,Definitely would,MedicalComplex,Completely safe,Completely safe,Complex,Medical,Trust,Untechnical,Prevents,45+,Male,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_1efUiqsrYeXsE7r,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Technical,Prevents,18-24,Female NB or SD,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,FALSE
R_1gN3qHH3xQMASgK,Definitely would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Untechnical,Prevents,35-44,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_1guRonw5pN3D5Zg,Definitely would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Technical,No Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,FALSE
R_1kFKP2LZzazsQKZ,Maybe would,MedicalComplex,Somewhat safe,Completely safe,Complex,Medical,Hardware,Technical,No Prevents,45+,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_1lVzyDfauC9o0q0,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Untechnical,Prevents,25-34,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_1lrWbeQEgMXwOop,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Untechnical,Prevents,18-24,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_1mR0HWJG9wo0sCt,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,No Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_1n3oRQ0UONpgdEB,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_1pF6Sm99uTl334B,Would not,MedicalComplex,Not at all safe,Somewhat safe,Complex,Medical,Unsubstantial,Technical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,TRUE,TRUE,TRUE,TRUE,FALSE
R_1sYKImlKgyKVGkG,Definitely would,MedicalComplex,Completely safe,Completely safe,Complex,Medical,Hardware,Untechnical,No Prevents,45+,Male,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_1srFdtbrZSUM79T,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Untechnical,No Prevents,35-44,Male,High school or below,FALSE,TRUE,FALSE,TRUE,FALSE
R_1v1zR6NB4gp5sd3,Definitely would,MedicalComplex,Somewhat safe,Completely safe,Complex,Medical,Hardware,Untechnical,Prevents,45+,Male,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,FALSE
R_1vLDkHEFgv1hoB3,Would not,MedicalComplex,Somewhat safe,Not at all safe,Complex,Medical,Hardware,Untechnical,Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_1zuOmyKUkOkC06R,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Untechnical,Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_31dw02xkvfS4uVQ,Would not,MedicalComplex,Somewhat safe,Completely safe,Complex,Medical,Trust,Technical,No Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_31gQg0Jdnm2abLn,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,Prevents,45+,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_32L0pxPM2diEtPB,Would not,MedicalComplex,Somewhat safe,Not at all safe,Complex,Medical,Unsubstantial,Untechnical,No Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_33VKb5WfiSCYUJ4,Definitely would,MedicalComplex,Completely safe,Completely safe,Complex,Medical,Unsubstantial,Untechnical,No Prevents,25-34,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_33jU2mMkyMlSQaB,Would not,MedicalComplex,Somewhat safe,Not at all safe,Complex,Medical,Trust,Untechnical,No Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_33rSlUX9TP5TQgw,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Technical,Prevents,45+,Female NB or SD,High school or below,TRUE,TRUE,TRUE,TRUE,FALSE
R_34AV4MkRLl2atwf,Definitely would,MedicalComplex,Completely safe,Completely safe,Complex,Medical,Unsubstantial,Untechnical,No Prevents,18-24,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_34e2bn2bsOIAJKZ,Definitely would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Technical,No Prevents,18-24,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_3BLCTmMXyjgdIQ1,Would not,MedicalComplex,Not at all safe,Not at all safe,Complex,Medical,Hardware,Technical,Prevents,25-34,Female NB or SD,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_3CBp9tl687TwfTG,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Untechnical,Prevents,35-44,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,TRUE
R_3CDVR8ZooZfqKKS,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Technical,Prevents,35-44,Female NB or SD,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_3CQ05NrX1W5KcVQ,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Untechnical,Prevents,25-34,Male,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,TRUE
R_3CQrBEz8fEcNiw6,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Technical,No Prevents,18-24,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,TRUE
R_3CjQRy14zUz6Qgh,Definitely would,MedicalComplex,Completely safe,Completely safe,Complex,Medical,Hardware,Technical,Prevents,25-34,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_3Cw33OzueCob5LQ,Would not,MedicalComplex,Somewhat safe,Not at all safe,Complex,Medical,Unsubstantial,Technical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3Cwgz6dVyWWkuAC,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3DZBCsHXJrWQgoh,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3EZzxtDvBmy7Rbr,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Technical,No Prevents,18-24,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_3IW9KNQc3sQBFRr,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Untechnical,No Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3Ja5mockRWJa6cz,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,Prevents,18-24,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_3LXqLrFASXbvhl5,Would not,MedicalComplex,Somewhat safe,Not at all safe,Complex,Medical,Trust,Untechnical,No Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3MWkQpRPEql8TSV,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Technical,No Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_3PQWsQU4ROF2tTz,Definitely would,MedicalComplex,Somewhat safe,Completely safe,Complex,Medical,Unsubstantial,Technical,No Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3PThn5E9LNyGKyp,Maybe would,MedicalComplex,Somewhat safe,Not at all safe,Complex,Medical,Trust,Untechnical,No Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_3QXnE2tZtGEp8bk,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Technical,No Prevents,25-34,Male,Bachelor or Graduate degree,TRUE,TRUE,TRUE,TRUE,FALSE
R_3SSbos6c6pmzjiN,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Untechnical,Prevents,45+,Female NB or SD,High school or below,TRUE,FALSE,TRUE,TRUE,FALSE
R_3TAvVleahwKBO2k,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,No Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3YXkqysYE7ic2eR,Maybe would,MedicalComplex,Somewhat safe,Completely safe,Complex,Medical,Hardware,Untechnical,No Prevents,35-44,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_3Z6jP9TWn49XUM9,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Untechnical,Prevents,25-34,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_3dmB1HymKNEVoc1,Maybe would,MedicalComplex,Not at all safe,Not at all safe,Complex,Medical,Trust,Untechnical,Prevents,35-44,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_3dxZA7u2ATRiloH,Maybe would,MedicalComplex,Completely safe,Somewhat safe,Complex,Medical,Trust,Untechnical,Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_3e82INZBzLQAHTZ,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Technical,Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3eJewc2jWA7EK69,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,Prevents,25-34,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_3fGEEHAd9zYapRB,Maybe would,MedicalComplex,Somewhat safe,Completely safe,Complex,Medical,Hardware,Untechnical,No Prevents,18-24,Female NB or SD,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,FALSE
R_3gzs7tVLQz6b8Hy,Definitely would,MedicalComplex,Completely safe,Completely safe,Complex,Medical,Unsubstantial,Technical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3ibrTbco1Tmr4IQ,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3jCmsR4kFpEL3Eh,Definitely would,MedicalComplex,Completely safe,Completely safe,Complex,Medical,Hardware,Untechnical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3jdppjYTX6hsrM8,Would not,MedicalComplex,Not at all safe,Somewhat safe,Complex,Medical,Trust,Untechnical,No Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3m8fUch8vdPjNct,Definitely would,MedicalComplex,Completely safe,Completely safe,Complex,Medical,Unsubstantial,Untechnical,No Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,FALSE
R_3nMeXGR2n1KgDxG,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Technical,Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3pQQ5m4r0hug6KP,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Technical,No Prevents,18-24,Female NB or SD,High school or below,TRUE,FALSE,TRUE,TRUE,FALSE
R_3psQxOWcgbKJcfA,Would not,MedicalComplex,Completely safe,Somewhat safe,Complex,Medical,Unsubstantial,Untechnical,No Prevents,18-24,Female NB or SD,Bachelor or Graduate degree,TRUE,TRUE,TRUE,TRUE,FALSE
R_3ptce2vNcdcNPRy,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Untechnical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_3qlqqwOW2tk279v,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Technical,Prevents,45+,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_3qqVGLM64xY2Fe2,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,No Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,FALSE
R_3uBTM6iJ8sMRQQR,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Technical,Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_3wRt0tzi6LRvX2x,Definitely would,MedicalComplex,Somewhat safe,Completely safe,Complex,Medical,Hardware,Untechnical,No Prevents,35-44,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_3wgBJsnx9iRdtkE,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Untechnical,Prevents,35-44,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_3wmGySo0FCbmm1h,Would not,MedicalComplex,Not at all safe,Somewhat safe,Complex,Medical,Hardware,Technical,Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_3xXW4BiZUYTgAoN,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Technical,Prevents,25-34,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_4ERxNml4Z3g86M0,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,Prevents,18-24,Female NB or SD,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_4q96Qwoa57Zt36J,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Technical,No Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_510LHSfC0YtUuXL,Maybe would,MedicalComplex,Somewhat safe,Completely safe,Complex,Medical,Unsubstantial,Technical,No Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_51aZdD7Sfn9xMr9,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Untechnical,No Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_57Ve7Sz6TxR9K7B,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Untechnical,No Prevents,18-24,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_58OkQE4me6T0RFI,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Technical,Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_5DZIzTergroao1w,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Untechnical,Prevents,35-44,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_5DvxSXDCHDXAVPu,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Untechnical,No Prevents,45+,Female NB or SD,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_5E133eTkzVRDfmN,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Technical,Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_5Ev2bIo2j9oGSYo,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Untechnical,No Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,TRUE
R_5EvuDLrsD73Rq6Z,Maybe would,MedicalComplex,Not at all safe,Somewhat safe,Complex,Medical,Trust,Untechnical,No Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_5FLwwyF3XUuDGox,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Technical,Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_5KqlACpbJWUn9SP,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Technical,Prevents,35-44,Male,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,FALSE
R_5M2Jflom1RtruPn,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Untechnical,Prevents,25-34,Male,High school or below,FALSE,FALSE,TRUE,FALSE,TRUE
R_5MJQziAhHwxJMF4,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Technical,Prevents,25-34,Male,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,TRUE
R_5MX6ZyOMsFyjAyZ,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Trust,Technical,No Prevents,18-24,Male,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_5MscO3vDwfjl0qd,Definitely would,MedicalComplex,Not at all safe,Somewhat safe,Complex,Medical,Trust,Technical,Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,TRUE,TRUE,TRUE,TRUE,TRUE
R_5ODLMs03e8SD9Jm,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,No Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,FALSE
R_5PvFch2RSVPYZAG,Definitely would,MedicalComplex,Completely safe,Completely safe,Complex,Medical,Unsubstantial,Untechnical,Prevents,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_5RNUi22qTPEJYgp,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Untechnical,No Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE
R_5TB2cF2ZNF9B0pG,Would not,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Technical,No Prevents,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_5TpcovTvJtmlT33,Definitely would,MedicalComplex,Somewhat safe,Completely safe,Complex,Medical,Trust,Untechnical,Prevents,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE
R_5V2Tj01vchsEW6k,Maybe would,MedicalComplex,Completely safe,Completely safe,Complex,Medical,Hardware,Untechnical,No Prevents,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE
R_5cefft3ISAPiv8a,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Hardware,Untechnical,Prevents,35-44,Female NB or SD,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE
R_5dLN3o8tQ1Od5Zk,Definitely would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Untechnical,No Prevents,35-44,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE
R_5eBMIiciV6a9cD7,Maybe would,MedicalComplex,Somewhat safe,Somewhat safe,Complex,Medical,Unsubstantial,Technical,Prevents,25-34,Female NB or SD,Bachelor or Graduate degree,TRUE,TRUE,TRUE,TRUE,FALSE
