ResponseId,SCENARIO,COMPLEXITY,A,B,C,D,E,F,G,H,I,J,age,gender,education,previous_medical_research,medical_job,combined_IoT_Experience,combined_Medical_Experience,combined_CS_Experience,EXPLN_S1,EXPLN_S2,EXPLN_S3,scenario
R_3RLLyli9qudD6zn,Medical,Simple,1,1,1,1,1,1,1,1,1,0,18-24,Female NB or SD,High school or below,TRUE,FALSE,FALSE,TRUE,FALSE,Hardware,Untechnical,Prevents,MedicalSimple
R_3SYXByP4q8RrykF,Medical,Simple,1,1,0,0,1,1,1,1,0,0,18-24,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE,Unsubstantial,Untechnical,No Prevents,MedicalSimple
R_3TApwxR0NjrtczL,Medical,Simple,1,1,1,1,1,1,1,1,1,1,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Trust,Technical,Prevents,MedicalSimple
R_3W0KALYEQJ45tn3,Medical,Simple,1,0,0,0,0,1,1,0,1,1,18-24,Male,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE,Trust,Technical,Prevents,MedicalSimple
R_3WYCN6g0GQfuf57,Medical,Simple,1,1,0,1,0,1,1,0,1,1,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Trust,Technical,Prevents,MedicalSimple
R_3YgJh67AUNgXpkt,Medical,Simple,1,1,1,1,1,0,0,1,0,0,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Trust,Technical,Prevents,MedicalSimple
R_3cuCnWSworjIFvt,Medical,Simple,1,1,1,1,1,1,1,1,1,1,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Unsubstantial,Technical,Prevents,MedicalSimple
R_3dMnzKBjAo8loQN,Medical,Simple,1,1,1,1,1,1,0,0,1,0,25-34,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE,Unsubstantial,Technical,No Prevents,MedicalSimple
R_3e3kdkIpLRMzwEc,Medical,Simple,0,0,0,1,0,1,1,1,0,1,35-44,Male,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,TRUE,Unsubstantial,Technical,Prevents,MedicalSimple
R_3egin7VRCA4miOd,Medical,Simple,1,1,1,1,1,1,1,1,1,1,25-34,Female NB or SD,Bachelor or Graduate degree,TRUE,FALSE,FALSE,TRUE,FALSE,Hardware,Untechnical,Prevents,MedicalSimple
R_3gHdvho6tQnkFkQ,Medical,Simple,1,1,1,1,1,1,1,0,1,1,45+,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE,Hardware,Untechnical,No Prevents,MedicalSimple
R_3gHqpQiUNLtqts7,Medical,Simple,1,1,1,1,1,1,0,1,1,0,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE,Unsubstantial,Untechnical,No Prevents,MedicalSimple
R_3ghW0jp3MfRehpQ,Medical,Simple,1,1,1,1,1,1,0,1,1,0,25-34,Female NB or SD,High school or below,TRUE,FALSE,FALSE,TRUE,FALSE,Hardware,Untechnical,No Prevents,MedicalSimple
R_3jcIZgT14ZJptTT,Medical,Simple,1,1,1,1,1,1,1,0,1,1,45+,Male,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,FALSE,Unsubstantial,Technical,No Prevents,MedicalSimple
R_3kH2hicstCXFcXn,Medical,Simple,1,1,1,1,1,0,0,0,1,0,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE,Trust,Untechnical,No Prevents,MedicalSimple
R_3nWriavwHjSrMEF,Medical,Simple,1,1,1,1,1,1,1,1,1,1,25-34,Male,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,FALSE,Trust,Technical,No Prevents,MedicalSimple
R_3qEUGBVTdyUlPci,Medical,Simple,1,1,1,1,1,1,1,1,1,1,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Unsubstantial,Technical,No Prevents,MedicalSimple
R_3qX3FcHFJRrpMiQ,Medical,Simple,1,1,1,1,1,1,1,0,1,0,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE,Unsubstantial,Untechnical,No Prevents,MedicalSimple
R_3sC45u66HnN0u4x,Medical,Simple,1,1,1,1,0,0,1,0,1,0,18-24,Male,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE,Hardware,Technical,No Prevents,MedicalSimple
R_3snV5y91Azbp79v,Medical,Simple,1,1,1,1,1,0,1,0,0,0,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Unsubstantial,Untechnical,Prevents,MedicalSimple
R_3t07r1quZc1v4to,Medical,Simple,1,1,1,1,1,0,0,1,1,1,25-34,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE,Hardware,Untechnical,No Prevents,MedicalSimple
R_3vM2rC33rv7v5U5,Medical,Simple,1,1,1,1,0,0,0,0,1,0,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Unsubstantial,Untechnical,No Prevents,MedicalSimple
R_3zI4RirL5NYV33z,Medical,Simple,1,1,0,0,1,1,0,0,0,1,45+,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE,Hardware,Untechnical,No Prevents,MedicalSimple
R_524ilx5UnMSYEcc,Medical,Simple,1,1,0,0,1,1,1,1,0,1,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Hardware,Technical,No Prevents,MedicalSimple
R_52PiMf40idUY1px,Medical,Simple,1,1,0,1,1,1,1,1,1,1,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Trust,Untechnical,No Prevents,MedicalSimple
R_58LE3mjlqV94VEy,Medical,Simple,1,1,0,1,1,1,1,0,1,0,18-24,Male,High school or below,FALSE,FALSE,TRUE,FALSE,TRUE,Unsubstantial,Technical,No Prevents,MedicalSimple
R_5AoUVJNB7iOZTLb,Medical,Simple,1,1,1,1,1,1,1,1,1,1,18-24,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE,Trust,Technical,No Prevents,MedicalSimple
R_5Bmpfepy6WmLp0v,Medical,Simple,1,1,0,1,1,1,1,0,1,1,18-24,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Hardware,Untechnical,No Prevents,MedicalSimple
R_5BvKvYD9Oximrbr,Medical,Simple,1,1,1,1,0,1,0,0,1,0,45+,Female NB or SD,High school or below,TRUE,FALSE,TRUE,TRUE,FALSE,Unsubstantial,Technical,No Prevents,MedicalSimple
R_5Csa8Q2Oe0pWDHz,Medical,Simple,1,1,1,1,1,0,1,1,1,0,18-24,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE,Trust,Untechnical,No Prevents,MedicalSimple
R_5EM7LuexuAZr2hd,Medical,Simple,1,1,1,1,1,1,0,0,1,1,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Hardware,Untechnical,No Prevents,MedicalSimple
R_5ESGZRTmO3O1E2J,Medical,Simple,1,1,1,1,1,1,0,1,1,1,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Hardware,Untechnical,Prevents,MedicalSimple
R_5EYeGueyNtB06Do,Medical,Simple,1,1,1,1,1,0,0,1,1,0,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Unsubstantial,Technical,Prevents,MedicalSimple
R_5EpfnDySqbkv2t3,Medical,Simple,1,1,1,0,1,1,1,1,1,0,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Trust,Technical,No Prevents,MedicalSimple
R_5ExMGUDKhJ0lZC7,Medical,Simple,1,1,0,0,1,1,0,0,1,1,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Unsubstantial,Untechnical,No Prevents,MedicalSimple
R_5F2IiZ77XccT3yD,Medical,Simple,1,1,1,1,1,1,0,0,1,0,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE,Hardware,Technical,Prevents,MedicalSimple
R_5FGNf67jQDOYqxX,Medical,Simple,1,1,1,0,1,1,1,0,0,1,18-24,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE,Trust,Untechnical,No Prevents,MedicalSimple
R_5FldNW0TInNtmJF,Medical,Simple,1,1,1,1,0,0,0,1,1,0,45+,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE,Hardware,Untechnical,No Prevents,MedicalSimple
R_5HDBPYubHr5bwOd,Medical,Simple,1,1,1,1,0,1,1,0,1,0,45+,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE,Unsubstantial,Technical,Prevents,MedicalSimple
R_5IgxKAkLh1mrvWR,Medical,Simple,1,1,1,1,1,1,1,1,1,1,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Unsubstantial,Technical,Prevents,MedicalSimple
R_5LPIoPC2uP6p7Ut,Medical,Simple,1,1,1,1,1,1,1,1,1,1,45+,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE,Trust,Technical,No Prevents,MedicalSimple
R_5NF1HehRlSttP3A,Medical,Simple,1,1,1,1,1,1,1,1,1,1,25-34,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE,Unsubstantial,Untechnical,Prevents,MedicalSimple
R_5P61sy3XzcmcobP,Medical,Simple,1,1,1,1,0,1,0,1,1,0,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Hardware,Technical,No Prevents,MedicalSimple
R_5PROYUbrP3wvE41,Medical,Simple,1,1,1,1,1,1,0,1,1,0,25-34,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE,Unsubstantial,Technical,No Prevents,MedicalSimple
R_5PjzKhZcom7qpLl,Medical,Simple,1,1,1,1,1,1,1,1,1,1,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Unsubstantial,Technical,No Prevents,MedicalSimple
R_5PsTXeUB73DpaiY,Medical,Simple,1,1,1,1,1,0,1,1,1,0,18-24,Female NB or SD,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE,Hardware,Untechnical,Prevents,MedicalSimple
R_5QnLVGIPijUFL6U,Medical,Simple,1,1,0,1,1,1,1,1,1,0,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,FALSE,Trust,Untechnical,Prevents,MedicalSimple
R_5SuX0iaMo3MeBFi,Medical,Simple,1,1,1,0,1,1,0,0,1,1,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE,Hardware,Technical,No Prevents,MedicalSimple
R_5Sw7vrxWlSGxi8N,Medical,Simple,1,1,0,1,1,1,1,1,1,1,18-24,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Unsubstantial,Untechnical,Prevents,MedicalSimple
R_5T176KdAegLqmHv,Medical,Simple,1,1,1,1,1,1,1,1,1,1,35-44,Female NB or SD,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,TRUE,Unsubstantial,Untechnical,Prevents,MedicalSimple
R_5TUmwpWw77lXItO,Medical,Simple,1,1,0,1,0,0,0,1,1,0,18-24,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE,Unsubstantial,Technical,Prevents,MedicalSimple
R_5UhXbvilpndYwT1,Medical,Simple,1,1,1,1,1,0,0,0,1,1,25-34,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE,Trust,Untechnical,Prevents,MedicalSimple
R_5VlpUMyQEgZbaRZ,Medical,Simple,1,1,1,1,1,1,1,1,1,1,18-24,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE,Unsubstantial,Untechnical,No Prevents,MedicalSimple
R_5WUPnMyzHwcHSAV,Medical,Simple,1,1,1,1,1,1,1,1,1,1,45+,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE,Unsubstantial,Untechnical,No Prevents,MedicalSimple
R_5curxvnD3PXWCrr,Medical,Simple,1,1,1,1,1,1,1,0,1,1,25-34,Male,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,TRUE,Unsubstantial,Untechnical,No Prevents,MedicalSimple
R_5cwTJOCzo1teN12,Medical,Simple,1,1,1,1,1,0,0,1,1,0,25-34,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE,Hardware,Untechnical,Prevents,MedicalSimple
R_5d3TmRUPjzqqElr,Medical,Simple,1,1,1,1,1,0,1,1,0,1,18-24,Female NB or SD,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,FALSE,Hardware,Untechnical,Prevents,MedicalSimple
R_5dBsVmnnuuvAroB,Medical,Simple,0,1,1,1,1,0,0,1,1,0,18-24,Male,Bachelor or Graduate degree,TRUE,TRUE,TRUE,TRUE,TRUE,Hardware,Untechnical,Prevents,MedicalSimple
R_5esFSpWTmbzCYBt,Medical,Simple,1,1,1,1,0,0,0,0,1,0,18-24,Female NB or SD,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,FALSE,Trust,Technical,Prevents,MedicalSimple
