id,Q1,scenario,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12_x,willingness,safety_overall_init,safety_tee,safety_companyHospital,safety_people,safety_data,safety_purpose,safety_overall_post,Q12_y,conf-init,response-id,conf-scenario-medical,comp-scenario-medical-1,comp-scenario-medical-2,faq-page-time,willingness-medical,willingness-medical-text,safety-medical-overall-init,safety-medical-tee,safety-medical-hospital,safety-medical-people,safety-medical-data,safety-medical-purpose,safety-medical-text,questions-medical,tee-concept-m1,tee-concept-m2,tee-concept-m3,tee-concept-m4,tee-concept-m5,tee-concept-m6,tee-concept-m7,tee-concept-m8,tee-concept-m9,tee-concept-m10,tee-concept-m11,tee-concept-m12,conf-tee-concept-medical,conf-tee-medical,safety-medical-overall-post,conf-scenario-iot,comp-scenario-iot-1,comp-scenario-iot-2,willingness-iot,willingness-iot-text,safety-iot-overall-init,safety-iot-tee,safety-iot-company,safety-iot-people,safety-iot-data,safety-iot-purpose,safety-iot-text,questions-iot,tee-concept-i1,tee-concept-i2,tee-concept-i3,tee-concept-i4,tee-concept-i5,tee-concept-i6,tee-concept-i7,tee-concept-i8,tee-concept-i9,tee-concept-i10,tee-concept-i11,tee-concept-i12,conf-tee-concept-iot,conf-tee-iot,safety-iot-overall-post,demo-tee,demo-tee-text,demo-cs-employ,demo-cs-employ-text,demo-cs-education,demo-cs-education-text,demo-medical,demo-medical-text,demo-medical-employ,demo-medical-employ-text,demo-iot,demo-iot-text,demo-tap,demo-tap-text,age,gender,gender-text,race,race-text,education,feedback,SCENARIO_Med,SCENARIO_IoT,Med_First,EXPLN,FAQ,faq1_count,faq2_count,faq3_count,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,previous_medical_research,medical_job,IoT_ownership,FAQ_rebinned,EXPLN_rebinned,IoT_automation,CS_Employment,CS_Education,combined_IoT_Experience,combined_Medical_Experience,combined_CS_Experience,scenario_complexity,scenario_scenario
82,1,IoTSimple,1,1,0,0,1,0,1,0,0,1,0,Definitely would,Completely safe,Safe,Safe,Safe,Safe,Safe,Completely safe,0,Completely confident,R_3s6335bDFIFxTFx,Somewhat confident,Determine where to build a new hospital,,,Definitely would,,Completely safe,Safe,Safe,Safe,Safe,Safe,I feel that i am safe with the program,I felt the article provided a lot of good info ,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Completely confident ,Completely confident ,Completely safe,Completely confident,Smart light bulb,,Definitely would,,Completely safe,Safe,Safe,Safe,Safe,Safe,I feel confidently safe,I feel that tee is a very good program and useful for many devices,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,Completely confident ,Completely confident ,Completely safe,Yes,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,45+,Female NB or SD,,White or Caucasian,,High school or below,,MedicalSimple,IoTSimple,0,Hardware,Hide,4,3,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Simple,IoT
83,1,IoTSimple,1,1,1,1,0,1,0,1,0,1,1,Would not,Somewhat safe,Safe,Unsafe,Unsafe,Unsafe,Unsafe,Completely safe,1,Somewhat confident,R_3qImhlux2XMOGsa,Somewhat confident,Develop an AI tool for diagnosing patients,,,Maybe would,,Completely safe,Unsafe,Unsafe,Unsafe,Unsafe,Safe,The use of AI makes me uneasy.,No further questions,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Somewhat confident,Somewhat confident,Completely safe,Not at all confident,Smart light bulb,,Would not,,Somewhat safe,Safe,Unsafe,Unsafe,Unsafe,Unsafe,No,No further questions ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Somewhat confident,Somewhat confident,Completely safe,No,,"No, but I have been in the past",,No,,No,,No,,No,,"No, I don’t own smart devices",,25-34,Male,,Black or African American,,Bachelor or Graduate degree,No,MedicalComplex,IoTSimple,1,Unsubstantial,Hide,1,1,2,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Simple,IoT
84,1,IoTSimple,0,0,0,1,1,1,1,0,1,0,0,Maybe would,Somewhat safe,Neither safe nor unsafe,Unsafe,Safe,Unsafe,Unsafe,Somewhat safe,0,Not at all confident,R_5t9BYdiGHtuY4Ct,Somewhat confident,Develop an AI tool for diagnosing patients,,,Would not,,Not at all safe,Neither safe nor unsafe,Unsafe,Unsafe,Unsafe,Neither safe nor unsafe,"I don't get the impression that my data will be safe, especially if it can be saved and used for further research. There is no confirmation or assurance that the data will ever be destroyed or offered anonymity.",What exactly is the TEE going to protect and how?,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,Somewhat confident,Not at all confident,Not at all safe,Somewhat confident,Smart light bulb,,Maybe would,,Somewhat safe,Neither safe nor unsafe,Unsafe,Safe,Unsafe,Unsafe,"I think the TEE will provide safety somewhat, but it feels like there could be access given to some people and it could be mishandled.","I have heard it has something to do with data storage and am inferring it is a safety protocol, but I don't know how it is stored and who at the organization has access to it. Can the data be easily downloaded, etc.",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,Not at all confident,Not at all confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,45+,Male,,White or Caucasian,,Bachelor or Graduate degree,No,MedicalComplex,IoTSimple,0,No explanation,No FAQ,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Simple,IoT
85,1,IoTSimple,1,1,1,1,1,1,1,1,0,0,1,Maybe would,Completely safe,Safe,Neither safe nor unsafe,Neither safe nor unsafe,Unsafe,Unsafe,Completely safe,1,Somewhat confident,R_2aVtkY5CbtWSz2v,Somewhat confident,Develop an AI tool for diagnosing patients,,,Would not,,Not at all safe,Neither safe nor unsafe,Unsafe,Neither safe nor unsafe,Unsafe,Neither safe nor unsafe,Collecting my medical data in general makes me feel unsafe. I don't think I would even trust the TEE to keep my data safe.,I can't think of anything.,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Not at all confident,Not at all confident,Not at all safe,Somewhat confident,Smart light bulb,,Maybe would,,Completely safe,Safe,Neither safe nor unsafe,Neither safe nor unsafe,Unsafe,Unsafe,Collecting my address would make me feel a little unsafe. I think that using TEE would make me feel a little better about it though.,I don't have any additional questions.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Not at all confident,Not at all confident,Completely safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,35-44,Male,,Black or African American,,High school or below,,MedicalComplex,IoTSimple,0,Trust,No FAQ,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Simple,IoT
87,1,IoTSimple,1,1,1,1,1,1,0,1,1,1,1,Maybe would,Completely safe,Neither safe nor unsafe,Neither safe nor unsafe,Neither safe nor unsafe,Neither safe nor unsafe,Unsafe,Somewhat safe,1,Somewhat confident,R_6i57Pd9a3ekxKMz,Somewhat confident,Determine where to build a new hospital,,70.195,Maybe would,,Somewhat safe,Safe,Neither safe nor unsafe,Neither safe nor unsafe,Neither safe nor unsafe,Unsafe,I think collecting such specific data is uncomfortable - more generalized info would be ideal.,None - it was explained well for me but it could be shortened I think.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Somewhat confident,Somewhat confident,Completely safe,Somewhat confident,Smart light bulb,,Maybe would,,Completely safe,Neither safe nor unsafe,Neither safe nor unsafe,Neither safe nor unsafe,Neither safe nor unsafe,Unsafe,I don't know how the information may be used - if it is used to guess if I am home or not or to set prices from electric companies ,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,"Yes, as a researcher",,"No, but I have been in the past",,"Yes, but I don’t use the smart features",,"Yes, I have used home automation, but not currently",,25-34,Male,,"White or Caucasian,Asian",,Bachelor or Graduate degree,,MedicalSimple,IoTSimple,1,Hardware,Show,3,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Simple,IoT
89,1,IoTSimple,1,1,0,1,1,1,0,1,1,1,0,Maybe would,Completely safe,Safe,Unsafe,Unsafe,Safe,Safe,Completely safe,0,Somewhat confident,R_1LioC2efJtEJpEJ,Somewhat confident,Develop an AI tool for diagnosing patients,,192.908,Maybe would,,Somewhat safe,Safe,Unsafe,Unsafe,Unsafe,Safe,no,none,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Somewhat confident,Somewhat confident,Completely safe,Somewhat confident,Smart light bulb,,Maybe would,,Completely safe,Safe,Unsafe,Unsafe,Safe,Safe,no. I think it covers it all,none,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Somewhat confident,Somewhat confident,Completely safe,No,,Yes,,Yes,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,35-44,Male,,White or Caucasian,,Bachelor or Graduate degree,,MedicalComplex,IoTSimple,0,Unsubstantial,Show,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Simple,IoT
90,1,IoTSimple,1,1,1,1,1,1,0,1,1,1,0,Maybe would,Somewhat safe,Safe,Neither safe nor unsafe,Unsafe,Safe,Safe,Somewhat safe,0,Somewhat confident,R_6GHQOSosVs4NNSN,Somewhat confident,Develop an AI tool for diagnosing patients,,167.34,Would not,,Somewhat safe,Neither safe nor unsafe,Unsafe,Unsafe,Unsafe,Safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart light bulb,,Maybe would,,Somewhat safe,Safe,Neither safe nor unsafe,Unsafe,Safe,Safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,25-34,Male,,White or Caucasian,,Bachelor or Graduate degree,,MedicalComplex,IoTSimple,1,Trust,Show,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Simple,IoT
94,1,IoTSimple,1,1,1,1,1,1,1,1,0,1,1,Would not,Completely safe,Safe,Unsafe,Neither safe nor unsafe,Safe,Safe,Completely safe,1,Somewhat confident,R_1n2VJNjoXewrP35,Completely confident,Determine where to build a new hospital,,,Maybe would,,Completely safe,Safe,Safe,Safe,Safe,Safe,No it seems pretty safe,None ,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Somewhat confident,Somewhat confident,Completely safe,Completely confident,Smart light bulb,,Would not,,Completely safe,Safe,Unsafe,Neither safe nor unsafe,Safe,Safe,"No, it seems pretty safe",,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Somewhat confident,Somewhat confident,Completely safe,No,,"No, but I have been in the past",,Yes,,No,,No,,No,,"No, I don’t own smart devices",,18-24,Female NB or SD,,Asian,,Bachelor or Graduate degree,,MedicalSimple,IoTSimple,0,Unsubstantial,Hide,2,2,2,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Simple,IoT
96,1,IoTSimple,1,0,0,1,1,1,1,1,1,0,0,Would not,Somewhat safe,Neither safe nor unsafe,Unsafe,Unsafe,Unsafe,Unsafe,Somewhat safe,0,Somewhat confident,R_12FCxDzGW4wwiQd,Completely confident,Develop an AI tool for diagnosing patients,,,Maybe would,,Completely safe,Safe,Neither safe nor unsafe,Neither safe nor unsafe,Safe,Safe,It’s hard to trust anyone these days.  How safe will my data be from breaches?,I want a more detailed explanation of TEEs.,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Somewhat confident,Somewhat confident,Completely safe,Completely confident,Smart light bulb,,Would not,,Somewhat safe,Neither safe nor unsafe,Unsafe,Unsafe,Unsafe,Unsafe,It’s harder to trust a company like this.,They can say it’s protected all they want. Yet even the biggest companies have data breaches.  I don’t trust a light bulb company with my data.,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Yes,,Yes,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,45+,Male,,White or Caucasian,,High school or below,,MedicalComplex,IoTSimple,1,No explanation,No FAQ,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Simple,IoT
99,1,IoTSimple,1,1,1,1,1,0,0,1,1,1,1,Definitely would,Completely safe,Safe,Unsafe,Safe,Neither safe nor unsafe,Safe,Completely safe,1,Completely confident,R_7iQC57nN9NGO1jP,Completely confident,Determine where to build a new hospital,,287.853,Definitely would,,Completely safe,Safe,Safe,Safe,Safe,Safe,"I think this is more acceptable. Because the purpose is right And in the end, it will help a lot of people",,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Completely confident ,Completely confident ,Completely safe,Completely confident,Smart light bulb,,Definitely would,,Completely safe,Safe,Unsafe,Safe,Neither safe nor unsafe,Safe,I would always want to avoid such things but in today's world it is hard to avoid ,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Completely confident ,Completely confident ,Completely safe,No,,Yes,,Yes,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,35-44,Male,,Asian,,Bachelor or Graduate degree,,MedicalSimple,IoTSimple,0,Unsubstantial,Show,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Simple,IoT
100,1,IoTSimple,1,1,1,1,1,1,0,1,0,0,1,Maybe would,Completely safe,Unsafe,Safe,Safe,Unsafe,Safe,Completely safe,1,Not at all confident,R_3WGATrQhOIu6ph9,Somewhat confident,Develop an AI tool for diagnosing patients,,,Would not,,Somewhat safe,Safe,Unsafe,Safe,Unsafe,Unsafe,This makes me uncomfortable - that information is too sensitive and I don't really trust an AI tool.,,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart light bulb,,Maybe would,,Completely safe,Unsafe,Safe,Safe,Unsafe,Safe,Just not familiar with TEE and if my data has been collected using it before.,I would like a real life example of what else uses TEE. I don't really have any interest in smart light bulbs.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Completely safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,25-34,Female NB or SD,,White or Caucasian,,Bachelor or Graduate degree,,MedicalComplex,IoTSimple,0,Hardware,No FAQ,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Simple,IoT
102,1,IoTSimple,1,1,0,1,1,1,1,1,1,1,1,Maybe would,Somewhat safe,Safe,Neither safe nor unsafe,Neither safe nor unsafe,Neither safe nor unsafe,Safe,Somewhat safe,1,Not at all confident,R_2n79GrPiTZf8Dc4,Somewhat confident,Develop an AI tool for diagnosing patients,,,Maybe would,,Completely safe,Safe,Neither safe nor unsafe,Neither safe nor unsafe,Neither safe nor unsafe,Neither safe nor unsafe,Human error makes me feel that my data would be unsafe.,"No further questions
",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Somewhat confident,Not at all confident,Somewhat safe,Somewhat confident,Smart light bulb,,Maybe would,,Somewhat safe,Safe,Neither safe nor unsafe,Neither safe nor unsafe,Neither safe nor unsafe,Safe,human error is a worry,no questions,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Not at all confident,Not at all confident,Somewhat safe,No,,"No, but I have been in the past",,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,45+,Female NB or SD,,White or Caucasian,,Bachelor or Graduate degree,"I didn't understand what you meant by ""development team."" The software development team or the medical researchers?",MedicalComplex,IoTSimple,1,Unsubstantial,Hide,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Simple,IoT
103,1,IoTSimple,1,1,0,1,1,0,0,1,1,1,1,Maybe would,Completely safe,Safe,Unsafe,Neither safe nor unsafe,Neither safe nor unsafe,Unsafe,Completely safe,1,Completely confident,R_3GE6MIukT2AMH5C,Completely confident,Determine where to build a new hospital,,,Would not,,Completely safe,Safe,Safe,Neither safe nor unsafe,Unsafe,Neither safe nor unsafe,,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Somewhat confident,Somewhat confident,Completely safe,Completely confident,Smart light bulb,,Maybe would,,Completely safe,Safe,Unsafe,Neither safe nor unsafe,Neither safe nor unsafe,Unsafe,,"I'd like to know more about how the TEE specifically ensures that my data remains secure and how it handles potential vulnerabilities. Additionally, I’m curious about what happens if there is a breach—how quickly would I be notified, and what measures would be taken to protect my data in that scenario? ",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Somewhat confident,Somewhat confident,Completely safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,25-34,Female NB or SD,,White or Caucasian,,Bachelor or Graduate degree,,MedicalSimple,IoTSimple,0,Trust,No FAQ,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Simple,IoT
105,1,IoTSimple,1,1,1,1,0,0,1,1,0,1,1,Maybe would,Completely safe,Safe,Neither safe nor unsafe,Safe,Unsafe,Safe,Completely safe,1,Somewhat confident,R_7Rn3JPlhvaA33q1,Somewhat confident,Develop an AI tool for diagnosing patients,,61.987,Maybe would,,Completely safe,Safe,Neither safe nor unsafe,Neither safe nor unsafe,Unsafe,Safe,,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Somewhat confident,Somewhat confident,Completely safe,Somewhat confident,Smart light bulb,,Maybe would,,Completely safe,Safe,Neither safe nor unsafe,Safe,Unsafe,Safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Somewhat confident,Somewhat confident,Completely safe,No,,No,,No,,"Yes, as a participant",,No,,"Yes, but I don’t use the smart features",,"No, I do not use home automation, but I do own smart devices",,35-44,Male,,American Indian/Native American or Alaska Native,,Bachelor or Graduate degree,,MedicalComplex,IoTSimple,1,Hardware,Show,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Simple,IoT
111,1,IoTSimple,1,1,1,1,1,1,1,1,1,1,1,Definitely would,Completely safe,Safe,Unsafe,Neither safe nor unsafe,Unsafe,Neither safe nor unsafe,Completely safe,1,Somewhat confident,R_1OJmQcgl7alV9xh,Completely confident,Determine where to build a new hospital,,,Maybe would,,Completely safe,Safe,Safe,Safe,Neither safe nor unsafe,Neither safe nor unsafe,"Nothing in particular that makes me feel unsafe more so that there have been several companies that have had data breaches from video game publishers to banks. It makes any of my personal information is susceptible to being taken. The TEE sounds like a process that tries to take information into a ""secure room"" to be accessed only by certain people more or less that gives me a sense of security which is nice.",Have there been any situations where information in a TEE has been taken? How secure is it?,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Completely confident ,Completely confident ,Completely safe,Completely confident,Smart light bulb,,Definitely would,,Completely safe,Safe,Unsafe,Neither safe nor unsafe,Unsafe,Neither safe nor unsafe,"I feel that the company collecting my name and address is unsafe but it is also common practice with most technology nowadays. An anonymous setting would sway me more toward one product vs one that collects my information, even if a TEE is involved.","The process of a TEE seems safe, but not knowing who can access it is the problem.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Completely confident ,Completely confident ,Completely safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,25-34,Male,,Prefer to self-describe,Hispanic/Latino,High school or below,The survey itself seemed straightforward and I feel like it explained TEEs fairly well. I had no idea what the process was but now I feel like I generally understand its purpose.,MedicalSimple,IoTSimple,1,Trust,Hide,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Simple,IoT
113,1,IoTSimple,1,0,1,1,1,0,0,1,1,0,1,Maybe would,Completely safe,Neither safe nor unsafe,Safe,Safe,Safe,Safe,Completely safe,1,Somewhat confident,R_51i8M0V0EHvYKgp,Completely confident,Develop an AI tool for diagnosing patients,,,Maybe would,,Completely safe,Safe,Safe,Safe,Safe,Safe,None.,None.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Somewhat confident,Somewhat confident,Completely safe,Somewhat confident,Smart light bulb,,Maybe would,,Completely safe,Neither safe nor unsafe,Safe,Safe,Safe,Safe,"It seems very safe to collect data for the purposes described, but I would be worried still about my information being sold to another company.",None that I can think of.,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Somewhat confident,Completely confident ,Completely safe,No,,No,,No,,"Yes, as a participant",,No,,"No, but I have in the past",,"No, I don’t own smart devices",,18-24,Female NB or SD,,White or Caucasian,,High school or below,,MedicalComplex,IoTSimple,0,Hardware,Hide,2,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Simple,IoT
115,1,IoTSimple,1,0,0,1,1,1,0,1,1,1,1,Would not,Completely safe,Safe,Unsafe,Safe,Safe,Safe,Completely safe,1,Completely confident,R_5IF2HeFRANJv2Au,Completely confident,Develop an AI tool for diagnosing patients,,75.415,Would not,,Somewhat safe,Unsafe,Safe,Unsafe,Unsafe,Unsafe,All technology has glitches at some point. I don't want my protected health info at risk. ,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Somewhat confident,Somewhat confident,Completely safe,Somewhat confident,Smart light bulb,,Would not,,Completely safe,Safe,Unsafe,Safe,Safe,Safe,,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Somewhat confident,Somewhat confident,Completely safe,No,,No,,No,,No,,No,,"Yes, but I don’t use the smart features",,"No, I do not use home automation, but I do own smart devices",,45+,Female NB or SD,,White or Caucasian,,Bachelor or Graduate degree,,MedicalComplex,IoTSimple,1,Trust,Show,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Simple,IoT
117,1,IoTSimple,1,0,0,1,1,1,0,0,1,1,0,Maybe would,Completely safe,Safe,Unsafe,Safe,Safe,Safe,Completely safe,0,Somewhat confident,R_3EvwuXmJsQyDTUJ,Somewhat confident,Develop an AI tool for diagnosing patients,,,Definitely would,,Completely safe,Safe,Safe,Safe,Safe,Safe,Nothing,Norhing,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Somewhat confident,Somewhat confident,Completely safe,Somewhat confident,Smart light bulb,,Maybe would,,Completely safe,Safe,Unsafe,Safe,Safe,Safe,Seems like everything can be hacked these days,Non ,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Somewhat confident,Somewhat confident,Completely safe,No,,No,,No,,"Yes, as a participant",,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,45+,Female NB or SD,,White or Caucasian,,Bachelor or Graduate degree,,MedicalComplex,IoTSimple,0,Hardware,Hide,2,2,2,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Simple,IoT
