id,gender,age,education,previous_medical_research,medical_job,IoT_ownership,IoT_automation
132,Female,55+,Bachelor or associate degree,False,False,False,False
133,Female,25-34,Bachelor or associate degree,True,True,True,False
134,Female,25-34,Bachelor or associate degree,False,False,False,False
135,Female,25-34,Graduate degree,False,True,True,False
136,Male,25-34,Bachelor or associate degree,False,False,True,True
137,Female,35-44,Bachelor or associate degree,False,False,True,False
138,Female,35-44,Graduate degree,False,False,True,True
139,Female,55+,Bachelor or associate degree,True,False,True,True
140,Male,55+,High school or equivalent,False,False,True,False
141,Female,18-24,Bachelor or associate degree,False,False,True,False
142,Female,25-34,High school or equivalent,False,False,True,True
143,Female,25-34,Bachelor or associate degree,False,False,False,False
144,Male,55+,Bachelor or associate degree,True,False,True,True
145,Male,35-44,Bachelor or associate degree,False,True,True,False
146,Male,25-34,Bachelor or associate degree,False,False,False,False
147,Male,35-44,Prefer not to say,False,False,True,False
148,Male,55+,Graduate degree,True,True,False,False
149,Female,35-44,High school or equivalent,True,False,True,False
150,Male,45-54,Bachelor or associate degree,False,False,False,False
151,Male,25-34,Bachelor or associate degree,True,False,True,True
152,Female,25-34,Graduate degree,False,True,True,True
153,Female,25-34,High school or equivalent,False,False,True,True
154,Non-binary / third gender,25-34,Bachelor or associate degree,True,False,False,False
155,Female,45-54,Bachelor or associate degree,False,False,True,False
156,Non-binary / third gender,18-24,High school or equivalent,False,False,True,False
157,Female,55+,Bachelor or associate degree,False,True,False,True
158,Female,35-44,Graduate degree,True,False,True,True
159,Male,35-44,High school or equivalent,False,False,True,False
160,Female,35-44,Bachelor or associate degree,True,False,True,True
161,Female,55+,Bachelor or associate degree,False,False,True,False
162,Female,45-54,Bachelor or associate degree,True,True,False,False
163,Male,25-34,High school or equivalent,False,False,True,False
164,Female,45-54,High school or equivalent,False,False,True,False
165,Male,25-34,Graduate degree,True,False,True,True
166,Male,35-44,High school or equivalent,False,False,True,False
167,Male,35-44,Bachelor or associate degree,False,False,True,False
168,Male,55+,Bachelor or associate degree,False,False,True,True
169,Male,25-34,High school or equivalent,False,False,False,False
170,Female,18-24,Bachelor or associate degree,False,True,True,False
171,Female,45-54,High school or equivalent,False,False,True,False
172,Male,45-54,Graduate degree,False,False,True,False
173,Male,55+,High school or equivalent,True,False,True,False
174,Male,25-34,Bachelor or associate degree,False,False,True,True
175,Female,25-34,High school or equivalent,False,False,True,True
176,Male,25-34,Graduate degree,True,False,True,False
177,Male,35-44,High school or equivalent,False,False,True,True
178,Male,25-34,Bachelor or associate degree,False,False,True,False
179,Male,45-54,High school or equivalent,False,False,True,False
180,Female,45-54,Graduate degree,False,False,False,False
181,Male,55+,Bachelor or associate degree,False,True,False,False
182,Female,25-34,Bachelor or associate degree,False,False,False,False
183,Male,18-24,Bachelor or associate degree,False,False,True,True
184,Female,18-24,Bachelor or associate degree,False,False,True,False
185,Female,25-34,Graduate degree,False,False,True,True
186,Male,35-44,High school or equivalent,False,True,False,False
187,Male,55+,Bachelor or associate degree,False,False,True,False
188,Female,25-34,Graduate degree,False,False,True,False
189,Female,18-24,High school or equivalent,False,False,True,False
190,Female,35-44,Bachelor or associate degree,True,False,True,False
191,Male,25-34,Bachelor or associate degree,False,False,True,True
192,Female,18-24,High school or equivalent,False,False,True,False
193,Male,25-34,Bachelor or associate degree,False,False,True,False
194,Female,18-24,High school or equivalent,False,False,False,False
195,Male,18-24,High school or equivalent,False,False,True,True
196,Male,25-34,Graduate degree,True,False,True,False
197,Male,35-44,Bachelor or associate degree,False,False,True,True
198,Female,25-34,Graduate degree,False,True,True,True
199,Female,18-24,Bachelor or associate degree,False,False,True,True
200,Male,45-54,Bachelor or associate degree,False,False,True,True
201,Female,45-54,Bachelor or associate degree,False,False,True,True
202,Female,45-54,High school or equivalent,False,False,False,False
203,Male,18-24,Bachelor or associate degree,False,False,False,False
204,Male,35-44,Bachelor or associate degree,False,False,False,False
205,Male,35-44,Bachelor or associate degree,True,False,False,False
206,Female,25-34,Bachelor or associate degree,True,False,True,True
207,Female,45-54,High school or equivalent,False,False,True,False
208,Female,25-34,Graduate degree,True,True,True,False
209,Male,18-24,High school or equivalent,False,False,True,False
210,Female,25-34,Graduate degree,True,False,False,False
211,Male,35-44,High school or equivalent,False,False,True,True
212,Male,55+,High school or equivalent,False,False,False,False
213,Male,25-34,Graduate degree,False,False,True,True
214,Female,35-44,High school or equivalent,False,False,True,False
215,Male,18-24,Bachelor or associate degree,False,False,False,False
216,Female,35-44,Bachelor or associate degree,True,True,True,False
217,Male,25-34,Bachelor or associate degree,True,False,True,True
218,Female,55+,Graduate degree,False,False,False,False
219,Male,35-44,Bachelor or associate degree,False,False,True,True
220,Female,25-34,High school or equivalent,False,False,True,False
221,Female,18-24,High school or equivalent,False,False,True,False
222,Female,45-54,High school or equivalent,False,False,True,False
223,Male,35-44,Bachelor or associate degree,False,False,True,False
224,Female,35-44,Bachelor or associate degree,False,False,False,False
225,Male,18-24,High school or equivalent,False,False,True,False
226,Female,45-54,High school or equivalent,False,False,False,False
227,Female,35-44,Graduate degree,False,False,False,False
228,Male,25-34,High school or equivalent,False,False,True,True
229,Female,35-44,Graduate degree,False,False,False,False
230,Male,35-44,Graduate degree,False,True,False,False
231,Female,18-24,Bachelor or associate degree,False,True,True,False
232,Female,25-34,Bachelor or associate degree,False,False,True,False
233,Female,35-44,Bachelor or associate degree,False,False,False,False
234,Female,25-34,Bachelor or associate degree,False,False,True,True
235,Female,45-54,Graduate degree,False,False,False,False
236,Male,45-54,High school or equivalent,False,False,True,False
237,Female,25-34,Have not completed high school,False,False,True,False
238,Prefer not to say,25-34,Prefer not to say,False,False,True,False
239,Male,55+,Bachelor or associate degree,False,False,False,False
240,Male,45-54,Graduate degree,False,False,True,False
241,Male,35-44,Bachelor or associate degree,True,True,True,True
242,Male,25-34,Bachelor or associate degree,False,False,True,True
243,Female,55+,High school or equivalent,False,False,True,False
244,Female,25-34,Bachelor or associate degree,False,False,True,True
245,Male,25-34,High school or equivalent,False,False,False,False
246,Female,25-34,Bachelor or associate degree,True,False,False,False
247,Male,55+,Graduate degree,False,False,True,False
248,Male,55+,High school or equivalent,False,False,False,False
249,Female,25-34,Graduate degree,False,False,True,False
250,Female,55+,Bachelor or associate degree,True,False,True,True
251,Male,35-44,High school or equivalent,False,True,True,False
252,Male,25-34,Bachelor or associate degree,False,False,True,True
253,Female,35-44,Graduate degree,False,False,True,True
254,Female,25-34,Graduate degree,False,False,True,True
255,Male,18-24,High school or equivalent,False,False,True,True
256,Male,35-44,High school or equivalent,False,False,True,True
257,Male,55+,Bachelor or associate degree,False,False,True,True
258,Male,55+,Bachelor or associate degree,False,False,True,False
259,Male,35-44,Graduate degree,True,False,False,False
260,Female,18-24,High school or equivalent,False,False,True,False
261,Male,35-44,Bachelor or associate degree,False,False,True,False
262,Female,18-24,High school or equivalent,False,False,False,False
263,Female,45-54,Graduate degree,False,False,False,False
264,Male,35-44,High school or equivalent,False,False,True,True
265,Male,35-44,Bachelor or associate degree,False,False,True,True
266,Male,45-54,Bachelor or associate degree,False,False,True,False
267,Male,25-34,High school or equivalent,False,False,True,False
268,Female,25-34,High school or equivalent,True,False,True,False
269,Male,25-34,High school or equivalent,False,False,True,True
270,Male,18-24,Bachelor or associate degree,False,False,True,True
271,Female,25-34,Bachelor or associate degree,False,False,True,False
272,Non-binary / third gender,18-24,High school or equivalent,False,False,True,False
273,Male,55+,High school or equivalent,False,False,True,True
274,Female,55+,Bachelor or associate degree,False,True,False,False
275,Male,25-34,High school or equivalent,False,False,True,True
276,Male,25-34,High school or equivalent,False,False,False,False
277,Female,25-34,Bachelor or associate degree,True,False,True,True
278,Male,35-44,Bachelor or associate degree,False,False,True,False
279,Male,35-44,Graduate degree,False,False,True,True
280,Female,18-24,Bachelor or associate degree,False,False,False,False
281,Female,55+,High school or equivalent,False,False,True,False
282,Male,45-54,Bachelor or associate degree,False,False,True,False
283,Male,25-34,Bachelor or associate degree,True,False,True,True
284,Male,35-44,Bachelor or associate degree,False,False,True,True
285,Female,45-54,High school or equivalent,False,False,True,False
286,Male,55+,Bachelor or associate degree,False,False,True,True
287,Female,35-44,Bachelor or associate degree,True,False,True,False
288,Male,18-24,High school or equivalent,False,False,True,True
289,Female,55+,High school or equivalent,True,False,True,False
290,Female,25-34,Graduate degree,True,True,True,True
291,Male,55+,Bachelor or associate degree,False,False,True,True
292,Male,18-24,Have not completed high school,False,False,True,False
293,Male,35-44,Graduate degree,False,False,False,False
294,Male,35-44,Bachelor or associate degree,False,False,True,True
295,Male,35-44,Graduate degree,False,False,True,True
296,Male,18-24,Bachelor or associate degree,False,False,True,True
297,Male,55+,High school or equivalent,False,False,True,True
298,Female,18-24,High school or equivalent,False,False,True,False
299,Male,18-24,High school or equivalent,False,False,True,False
300,Female,25-34,Bachelor or associate degree,False,False,True,True
301,Female,35-44,Graduate degree,True,True,True,True
302,Male,35-44,Graduate degree,True,False,True,False
303,Female,18-24,Bachelor or associate degree,True,True,True,False
304,Male,35-44,Bachelor or associate degree,True,True,True,True
305,Male,25-34,Have not completed high school,False,False,True,False
306,Male,45-54,High school or equivalent,False,False,True,False
307,Female,25-34,High school or equivalent,False,False,False,False
308,Female,25-34,Bachelor or associate degree,False,False,True,True
309,Female,25-34,High school or equivalent,False,False,True,False
310,Female,25-34,Bachelor or associate degree,False,False,False,False
311,Non-binary / third gender,35-44,Graduate degree,True,False,False,False
312,Male,25-34,Bachelor or associate degree,False,False,True,True
313,Non-binary / third gender,18-24,High school or equivalent,False,False,True,False
314,Male,55+,Graduate degree,False,False,False,False
315,Female,45-54,High school or equivalent,False,False,True,True
316,Female,45-54,Graduate degree,False,True,True,False
317,Female,25-34,Bachelor or associate degree,False,False,False,False
318,Male,45-54,Bachelor or associate degree,False,False,True,True
319,Female,45-54,High school or equivalent,False,False,True,False
320,Female,18-24,Bachelor or associate degree,False,False,True,False
321,Male,35-44,High school or equivalent,False,False,True,True
322,Female,45-54,Bachelor or associate degree,False,False,True,False
323,Male,35-44,Bachelor or associate degree,False,False,True,False
324,Female,55+,Bachelor or associate degree,False,False,True,True
325,Male,25-34,Graduate degree,False,False,True,True
326,Male,35-44,High school or equivalent,False,False,True,False
327,Male,35-44,Graduate degree,False,False,False,False
328,Female,35-44,Bachelor or associate degree,False,False,True,False
329,Male,55+,Bachelor or associate degree,True,False,True,False
330,Female,18-24,Bachelor or associate degree,False,False,True,True
331,Male,18-24,High school or equivalent,False,False,True,True
332,Female,55+,Graduate degree,False,False,True,False
333,Female,35-44,Graduate degree,False,False,True,True
334,Female,25-34,Bachelor or associate degree,False,False,True,False
335,Female,18-24,High school or equivalent,False,False,True,True
336,Female,25-34,Bachelor or associate degree,False,False,True,False
337,Male,55+,Graduate degree,True,True,True,True
338,Male,35-44,Bachelor or associate degree,False,False,True,False
339,Male,35-44,Graduate degree,False,False,True,True
340,Female,45-54,High school or equivalent,True,False,True,False
341,Female,35-44,Bachelor or associate degree,False,False,True,False
342,Male,35-44,High school or equivalent,False,False,True,False
343,Female,35-44,Graduate degree,False,False,True,True
344,Male,25-34,Bachelor or associate degree,True,False,True,True
345,Female,45-54,High school or equivalent,False,False,False,False
346,Female,45-54,Bachelor or associate degree,False,False,False,False
347,Female,25-34,High school or equivalent,False,False,True,False
348,Female,55+,High school or equivalent,True,False,True,False
349,Female,35-44,Bachelor or associate degree,False,False,True,True
350,Male,25-34,Graduate degree,False,True,True,True
351,Male,35-44,Bachelor or associate degree,False,False,True,False
352,Female,18-24,High school or equivalent,False,False,True,True
353,Female,35-44,Bachelor or associate degree,False,False,True,False
354,Female,25-34,Bachelor or associate degree,False,False,True,False
355,Female,35-44,Graduate degree,False,False,True,False
356,Female,25-34,Bachelor or associate degree,False,False,True,False
357,Female,25-34,Bachelor or associate degree,False,False,True,True
358,Female,55+,High school or equivalent,False,False,False,False
359,Male,35-44,High school or equivalent,False,False,True,True
360,Female,35-44,Bachelor or associate degree,False,False,True,False
361,Male,45-54,Bachelor or associate degree,False,True,True,False
362,Male,35-44,High school or equivalent,False,False,True,False
363,Male,25-34,Graduate degree,False,False,True,False
364,Male,45-54,High school or equivalent,False,True,True,True
365,Male,25-34,Bachelor or associate degree,True,False,True,True
366,Female,18-24,High school or equivalent,False,False,True,True
367,Male,25-34,Bachelor or associate degree,False,False,True,True
368,Female,25-34,Bachelor or associate degree,False,False,True,False
369,Female,18-24,High school or equivalent,False,False,True,False
370,Male,45-54,Bachelor or associate degree,False,False,True,False
371,Male,25-34,High school or equivalent,False,False,True,True
372,Female,18-24,High school or equivalent,True,False,True,False
373,Female,35-44,High school or equivalent,False,False,False,False
374,Male,45-54,High school or equivalent,False,False,True,True
375,Female,35-44,High school or equivalent,False,False,True,False
376,Female,55+,High school or equivalent,False,False,True,False
377,Female,25-34,Graduate degree,True,True,False,False
378,Male,25-34,Graduate degree,True,False,True,True
379,Male,25-34,Graduate degree,False,False,True,True
380,Female,55+,Graduate degree,True,False,True,False
381,Female,25-34,Graduate degree,True,True,True,True
382,Female,35-44,High school or equivalent,False,True,True,False
383,Female,35-44,Bachelor or associate degree,False,False,True,False
384,Female,18-24,Bachelor or associate degree,False,False,True,True
385,Female,18-24,Bachelor or associate degree,True,True,True,False
386,Female,18-24,Bachelor or associate degree,False,False,True,False
387,Male,35-44,Bachelor or associate degree,False,True,True,True
388,Male,35-44,High school or equivalent,False,False,True,False
389,Female,45-54,Bachelor or associate degree,True,False,True,False
390,Male,18-24,Bachelor or associate degree,False,True,True,True
391,Male,45-54,Graduate degree,False,False,True,False
392,Male,55+,High school or equivalent,False,False,False,False
393,Female,25-34,Bachelor or associate degree,False,False,True,True
394,Male,35-44,High school or equivalent,False,False,True,False
395,Male,25-34,High school or equivalent,False,False,True,False
396,Male,55+,Bachelor or associate degree,False,False,True,True
397,Female,35-44,Graduate degree,False,False,True,True
398,Non-binary / third gender,25-34,High school or equivalent,False,False,False,False
399,Male,18-24,High school or equivalent,False,False,True,False
400,Male,35-44,Have not completed high school,False,False,True,False
401,Male,45-54,Graduate degree,False,False,False,False
402,Female,35-44,Bachelor or associate degree,True,False,False,False
403,Non-binary / third gender,35-44,Bachelor or associate degree,False,False,True,False
404,Female,25-34,High school or equivalent,False,True,True,True
405,Female,25-34,Graduate degree,False,False,True,False
406,Female,35-44,Bachelor or associate degree,False,False,True,False
407,Female,45-54,High school or equivalent,False,False,True,False
408,Female,55+,High school or equivalent,True,True,True,False
409,Female,25-34,High school or equivalent,False,False,True,False
410,Male,35-44,Graduate degree,False,False,True,True
411,Male,35-44,High school or equivalent,False,False,True,True
412,Male,25-34,Bachelor or associate degree,False,False,True,False
413,Male,45-54,Graduate degree,False,False,True,True
414,Male,45-54,High school or equivalent,False,False,True,False
415,Male,35-44,Bachelor or associate degree,False,False,True,False
416,Female,35-44,Graduate degree,False,False,True,False
417,Female,45-54,High school or equivalent,False,False,True,True
418,Male,35-44,Bachelor or associate degree,False,False,True,False
419,Male,25-34,Have not completed high school,False,False,True,False
420,Female,35-44,Bachelor or associate degree,True,False,True,False
421,Female,45-54,Graduate degree,False,False,True,False
422,Female,18-24,High school or equivalent,False,False,True,True
423,Female,45-54,Bachelor or associate degree,False,False,True,True
424,Male,25-34,Have not completed high school,False,False,True,False
425,Female,18-24,High school or equivalent,True,False,False,False
426,Male,45-54,Bachelor or associate degree,False,False,True,False
427,Female,55+,Bachelor or associate degree,False,False,True,False
428,Female,18-24,Bachelor or associate degree,False,False,True,False
429,Female,55+,Bachelor or associate degree,True,False,True,True
430,Female,35-44,High school or equivalent,False,False,True,True
431,Male,55+,Bachelor or associate degree,False,True,False,False
432,Male,45-54,Graduate degree,True,False,True,False
433,Female,55+,High school or equivalent,False,False,True,False
434,Male,35-44,Bachelor or associate degree,False,False,True,True
435,Male,55+,Bachelor or associate degree,False,True,False,False
436,Female,35-44,Graduate degree,False,False,True,True
437,Male,25-34,High school or equivalent,False,False,True,True
438,Male,25-34,High school or equivalent,False,False,False,False
439,Male,55+,High school or equivalent,False,False,True,True
440,Male,35-44,Bachelor or associate degree,True,False,True,True
441,Male,25-34,High school or equivalent,False,False,True,False
442,Female,25-34,High school or equivalent,False,False,True,False
443,Male,35-44,Bachelor or associate degree,False,False,True,False
444,Female,25-34,Bachelor or associate degree,False,False,False,False
445,Non-binary / third gender,25-34,High school or equivalent,True,False,True,False
446,Male,25-34,Bachelor or associate degree,False,False,True,False
447,Male,25-34,Bachelor or associate degree,False,False,True,False
448,Male,55+,Bachelor or associate degree,False,False,False,False
449,Male,55+,Bachelor or associate degree,False,False,True,True
450,Male,55+,High school or equivalent,False,False,False,False
451,Male,35-44,Bachelor or associate degree,False,False,True,False
452,Female,25-34,Bachelor or associate degree,False,False,True,False
453,Female,45-54,Bachelor or associate degree,False,False,False,False
454,Male,35-44,Graduate degree,False,False,True,True
455,Female,35-44,Bachelor or associate degree,False,False,False,False
456,Female,25-34,High school or equivalent,False,False,True,True
457,Male,25-34,High school or equivalent,False,False,True,False
458,Male,35-44,Bachelor or associate degree,False,False,True,False
459,Male,25-34,Graduate degree,False,False,True,True
460,Male,35-44,High school or equivalent,False,True,False,False
461,Male,45-54,High school or equivalent,False,False,False,False
462,Male,18-24,High school or equivalent,False,False,True,False
463,Male,55+,High school or equivalent,False,False,True,False
464,Female,25-34,Bachelor or associate degree,False,False,True,False
465,Male,25-34,Bachelor or associate degree,False,False,True,False
466,Female,55+,Bachelor or associate degree,False,False,False,False
467,Male,45-54,Bachelor or associate degree,False,False,True,False
468,Female,25-34,High school or equivalent,False,False,True,False
469,Male,25-34,Bachelor or associate degree,False,False,True,True
